GEN.1.1	Tetenzük nung Tsüngremi anüng aser alima poktetdaktsü.
GEN.11.2	Parnoki anüdokleni aodang Shinar lima nung lenten ka angu, aser parnok idakji ali. 
GEN.11.3	Aser parnok kati ka dang ashi, “Arung asenoki ajongli menoka lungru merang ama rudi.” Parnoki lung melena lungru, lishi melen süngnaktzü agi. 
GEN.11.4	Parnoki ashi, “Asenok alima ajak len prokshia oa lir, asenok tenüng ayutsü asoshi yimti ka lungru agi anüng tashi tua yangludi.”
GEN.11.5	Meimchirtemi yangluba yimti aser lungkiji reprangtsü 
GEN.11.6	aser 
GEN.11.7	Asenoki ludi aser parnok o parnok na o jembibaji mangatetteptsüsa parnok oji benjatsüdi.” 
GEN.11.8	Anungji 
GEN.11.9	Iba yimti tenüngji Babel ta aja, kechiaser idakji 
GEN.11.10	Item ya Shem nungi jakzükbatem lir. Tzümetsüng süir kümnabuba nung Shem küm noklang ka lia Arpakshad jakzük. 
GEN.11.11	Iba sülen pa küm noklang pungu ali aser jabaso jalatem jakzük.
GEN.11.12	Arpakshad küm semer pungu lir Shela jakzük. 
GEN.11.13	Iba sülen Arpakshad küm noklang pezü ser asem liasü aser jabaso jalatem jakzük.
GEN.11.14	Shela küm semer lir Eber jakzük. 
GEN.11.15	Eber sor Shela küm noklang pezü ser asem liasü, aser jabaso jalatem jakzük.
GEN.11.16	Eber küm semer pezü lir Peleg jakzük. 
GEN.11.17	Peleg sor Eber küm noklang pezü ser semer liasü, aser jabaso jalatem jakzük.
GEN.11.18	Peleg küm semer lir Reu jakzük. 
GEN.11.19	Reu sor Peleg küm noklang ana ser tuku liasü, aser jabaso jalatem jakzük.
GEN.11.20	Reu küm semer ana lir Serug jakzük. 
GEN.11.21	Serug sor Reu küm noklang ana ser tenet liasü, aser jabaso jalatem jakzük.
GEN.11.22	Serug küm semer lir Nahor jakzük. 
GEN.11.23	Nahor sor Serug küm noklang ana liasü, aser jabaso jalatem jakzük.
GEN.11.24	Nahor küm metsür tuku lir Tera jakzük. 
GEN.11.25	Tera sor Nahor küm noklang ka ser tertuku liasü, aser jabaso jalatem jakzük. 
GEN.11.26	Tera küm neter lir Abram, Nahor aser Haran jakzük.
GEN.11.27	Item ya Tera dak jakzükbatem lir: Tera nungi Abram, Nahor aser Haran jakzük. Haran nungi Lot jakzük. 
GEN.11.28	Haran tebu Tera dang nungi tama pei taso lima Kaldi nunger Ur yimti nung asü. 
GEN.11.29	Abram aser Nahori kibutsütem agi. Abram tebutsü Sarai, aser Nahor tebutsü Milka, Haran jala, shiba Milka aser Iska na tebu liasü. 
GEN.11.30	Saka Saraiji tapung, techir maliasü.
GEN.11.31	Terai pei chir Abram, Haran chir Lot shiba pei semchir liasü; Abram kinungtsü Sarai anir Kanan limai aotsü asoshi Kaldi nunger Ur yimti nungi apusoa Haran tonga oa idakji ali. 
GEN.11.32	Tera arishi küm noklang ana ser pungu liasü, aser pa Haran nung asü.
GEN.12.2	Ni na agi kin tulu ka kümdaktsütsü, aser ni na moatsütsütsü aser na tenüng ulutsütsütsü aser temoatsü ka alitsü. 
GEN.12.3	 Shiri na moatsüdir, ni parnok moatsütsü, aser shiri na atakatemdir, ni parnok atakatemdi, aser na ajanga ni alima meimchir ajak moatsüdi.”
GEN.12.4	Abram küm neter pungububa nung 
GEN.12.5	Abrami tebutsü Sarai, tenu chir Lot, aser parnoki bendenba rongsen ajak aser kilirtem ajak den parnoki Haran nungi Kanan lima bushia oa aji atong.
GEN.12.5	Kodang parnoki Kanan atong, 
GEN.12.6	Abrami Shekem lima More sülem dong tashi aru. Kanan nunger idakji liasü. 
GEN.12.7	Idakji 
GEN.12.8	Yang nungjagi anüdoklen tenem lima Bethel anüolen aser Ai anüdoklen tsüngda pai süki yanglu. Idakji 
GEN.12.9	Aser pai tesem tesem nung nemzüa senzü, aser anüdoklentip Negeb lima tashi aru.
GEN.12.10	Saka Kanan nung ayawara kanga sashia liasü, anungji Abrami Ijip nung tatsüka amungtsü alu. 
GEN.12.11	Kodang parnok Ijipi aitsü anasa aru, Abrami tebutsü dang ashi, “Na tereprangtsü tobur tajung ta ni metet, 
GEN.12.12	aser Ijip nungeri na angudang ashitsü, ‘Ibai pa kinungtsü,’ aser parnoki ni tepsettsü, saka nabo taküm lidaktsütsü. 
GEN.12.13	 Parnok dang na künu ta shiang ta ni mepishir, idangji na atema parnoki kü taküm kümzüktsü, aser kü danga junga benshitsü.”
GEN.12.14	Kodang Abram Ijipi aru, Ijip nungeri tebutsü tobur kanga tajung ta angu. 
GEN.12.15	Kodang Farao tamarenertemi la angu, la tobur ajungba indang Farao dang ashi, aser la Farao kidangi anir ao. 
GEN.12.16	Aser la atema Faraoi Abram dang junga benshi, aser Abram san, nashi, gado, kilir, aser kilitsür, aser ut itemji aika liasü.
GEN.12.17	Saka Faraoi Abram kinungtsü Sarai agiba yong 
GEN.12.18	Idangji Faraoi Abram jar asüngdang, “Nai kü dang inyakba ya kechi? Laji kübutsü ta nai kechiba kü dang mashi? 
GEN.12.19	Nai kechiba laji künu ta ashi, aser la kübutsü asütsü agidaktsü? Yangi nebutsü lir, la anir oang.” 
GEN.12.20	Faraoi nisungtem dang ozüng agüja ashi, aser parnoki pa aser tebutsü, aser pa akaba ajak bener yokadok.
GEN.13.1	Anungji Abrami pei kinungtsü aser pa akaba ajak aser Lot anir Ijip lima nungi aenshia anüdoklentip Negeb limai atu. 
GEN.13.2	Abram kiset shirurutem, hon aser taribi nung kanga takar liasü. 
GEN.13.3	Negeb nungjagi pai aenshia oa Bethel aser Ai tsüngda kong tamasa pai süki yanglu, idakji anenzük; 
GEN.13.4	aser tenladak ka yanglu, aser idakji pai 
GEN.13.5	Lot, shiba Abram den ao, pa-a san telok, nashi telok aser süki, item ka-a liasü, aser pei kibong den kilirtem liasü. 
GEN.13.6	Aser parnok külemi alitsü ali agi meperi; kechiaser parnok akaba aika asünung parnok külemi melitet. 
GEN.13.7	Abramer shiruru anükertem aser Loter shiruru anükertem na tsüngda raratepsa adok. Iba mapang linük nungji Kanan aser Periz nunger liasü.
GEN.13.8	Idangji Abrami Lot dang ashi, “Ozü shiruru anüker o ner shiruru anüker na tsüngda nung teraratep kecha telidaktsü ta ni ne dang mepishir, kechiaser asenok sosem lir. 
GEN.13.9	Alimaji ne jakdang mali no? Yimlibilema kü dang nungi pila-ang. Na tabeleni ora ni tajichileni aotsü, mesüra na tajichileni ora ni tabeleni aotsü.”
GEN.13.10	Loti pei tenük roka asoa reprang, aser Yordan lenten, 
GEN.13.11	Anungji Loti pei asoshi Yordan lenten ajonga shimtet, aser Lot lenten lima yimtitem nung ali aser pa anüdoklen tsütsüi oa parnok pila. 
GEN.13.12	Anungji Abram Kanan lima nung ali, aser Lot lenten lima yimtitem nung ali, aser pa süki Sodom tashi bener ao. 
GEN.13.13	Sodom nungerji kanga tamajung ashikülaker 
GEN.13.14	Lot pila-a or külen, 
GEN.13.15	Kechiyong nai anguba lima ajakji na aser ne dak jakzükbatem nem teti asoshi ni agütsüdi. 
GEN.13.16	Ni ne metsü alima lisem ama kümdaktsüdi, aser kari alima lisem züngdangtetra, ne metsüa züngdangtettsü. 
GEN.13.17	Tang aramesoang aser alima lenten metong ajakji ajangdanga jaja-ang, kechiaser item ajakji ni ne nem agütsütsü.”
GEN.13.18	Abrami pei süki bener arua Hebron nung aliba Mamre sülem dong anasa ali, aser 
GEN.14.1	Item anogo nung Shinar chuba Amrafel, Elasar chuba Ariok, Elam chuba Kedolamer, Goiim chuba Tidal, 
GEN.14.2	parnoki Sodom chuba Bera, Gomor chuba Birsha, Adma chuba Shinab, Zeboiim chuba Shemeber, aser Bela (aji Zoar) chuba den raratsü tenzük. 
GEN.14.3	Item chuba punguji külemi lungjemer Sidim nung noktak. 
GEN.14.4	Parnoki küm terana tashi Kedorlaomer chuba tenzük, aser küm terasembuba nung pa anema apuso. 
GEN.14.5	Küm terpezübuba nung Kedorlaomer aser pa den adenba chubatemi Ashterot-Karnaim nung Refaim nunger, Ham nung Zuzim nunger; Shave-Keriatim nung Emim nunger, 
GEN.14.6	Hor nunger Seir tenem nung aliba El Paran tashi amak. 
GEN.14.7	Parnoki meyipa Enmeshefati (aji Kadesh) arua Amalek nunger lima aser Hazazontamar nung aliba Amor nunger lima ajak amak.
GEN.14.8	Idangji parnok anema Sodom chuba, Gomora chuba, Zeboiim chuba, Bela chuba apuso. Parnoki Sidim lenten nung tsükchir anema tongbang renem. 
GEN.14.9	Elam chuba Kedorlaomer, Goiim chuba Tidal, Shinar chuba Amrafel, Elasar chuba, Ariok; chuba pungu anema chuba pezüi apuso. 
GEN.14.10	Tang Sidim lentenji süngnaktzü ongken agi sünga liasü. Kodang Sodom o Gomora chubatem tongbang nungi ajen, parnok ongken nungji tsük, saka tanüngba chuba asemji tenem nung jenok. 
GEN.14.11	Anungji tsükchirtemi Sodom aser Gomora rongsen, aser parnok chiyungtsü ajak rakzüka bener ao. 
GEN.14.12	Parnoki Abram tenu chir Lot, shiba Sodom nung liasü pa aser par rongsen ajak bener ao.
GEN.14.13	Rara nungi jenbuba Ibri nunger kati Abram, shiba Amor nunger sülem dong anasa liasü; pa dang ashi. Aner aser tenu Eshkol tenati parnok den jungtepa liasü. 
GEN.14.14	Kodang Abrami pa adianu pua bener ogo ta angashi, pai pei kidang asoba tazüoktet nisung noklang asem ser ter-ti anir Dan tashi aria ao. 
GEN.14.15	Pai aonung parnok anema pa kilirtem lemsa, aser parnokji akok, aser Damaska anüdoklentip Hoba tashi tsükchirtemji aridoktsü. 
GEN.14.16	Idangji pai oset ajak meyipa rakzük, aser tenu chir Lot, pa rongsen ajak den tetsürtem, aser nisungtemji meyipa anir aru.
GEN.14.17	Kodang Abram Kedorlaomer aser pa den aliba tangar chubatem koker meyipa aru, Sodom chubai Shave lenten (aji chuba lenten taka ajar) tashi pa lenji ao. 
GEN.14.18	Aser Salem chuba Melkizedek, shiba dang Tematiba Tsüngrem putir ta ajar, pai amtsük aser yi bener arua, 
GEN.14.19	Abram moatsü aser ashi, “Tematiba Tsüngrem, shibai anüng ali yanglu pai Abram moajangma! 
GEN.14.20	Tematiba Tsüngrem shibai tsükchir madak ne nem takokba agütsü, pa sangang.” Aser Abrami temakzükba ajak nungi pa nem ter shilem agütsü.
GEN.14.21	Sodom chubai Abram dang ashi, “Temakzükba oset ajakji na agiang, saka kü nembo nisungtem dang kua.” 
GEN.14.22	Abrami Sodom chuba dang ashi, “Ni Tematiba Tsüngrem 
GEN.14.23	ni ne rongsen angjang ka mesüra tsüngsem lisü kata mesüra tanga kecha magitsü; ashiko nai ashitsü, ‘Ni Abram takar kümdaktsü.’ 
GEN.14.24	Kü den aor nisungtem tsüta aser asangurtemi kechi achi, iba dak alema ni kecha magitsü. Saka kü den külemi aortem, Aner, Eshkol, aser Mamre parnokbo pei shilem agidakjang.”
GEN.15.1	Iba sülen 
GEN.15.2	Saka Abrami langzü, “Oh Tematiba 
GEN.15.3	Nai kü nem techir magütsü, anungji kidang alar kati kü senmang amangtsü.”
GEN.15.4	Ano 
GEN.15.5	 Iba sülen 
GEN.15.6	 Abrami 
GEN.15.7	Ano 
GEN.15.8	Saka Abrami langzü, “Oh 
GEN.15.9	i langzü, “Ni asoshi küm asem tain nashi tsüla ka, nabong tetsü ka, san tepung ka, guduru ka aser posü chanu ka ta bener arung.” 
GEN.15.10	Abrami shirurutemji bener aru aser itemji tiyongi lepsa-a shilem shiaji balala ayu, saka pai ozütemjibo melepsa. 
GEN.15.11	Kodang shi achiba ozütem tasümangji bushia aru, Abrami itemji aridok.
GEN.15.12	Anü luya alidang Abram ayipjanga mejanga ao, aser ammang tulu tetsübutsü ka pa madak aru. 
GEN.15.14	 Saka parnok nem timtem agütsüba kinji ni merenshitsü, aser kodang parnok bendanger lima nungi meyipa adokdir parnoki rongsen jenti den adoktsü. 
GEN.15.15	Saka nabo arishi talang lir tesünep nung ne tsüraburtem den aremtsü. 
GEN.15.16	Aso pezübuba nung parnok yangi meyipa arutsü, kechiaser Amor nunger temenen kodang tali kümdir, idangji ang ni parnok merenshitsü.”
GEN.15.17	Kodang anü yir ammang kümadok, mokozü alongba mi chipo ka aser tesangwa milen ka shiruru temang ayuba tsüngda jagi süia ao. 
GEN.15.18	Iba anogo nungji 
GEN.15.19	Ken nunger, Keniz nunger, Kadmon nunger, 
GEN.15.20	Hit nunger, Periz nunger, Refaim nunger, 
GEN.15.21	Amor nunger, Kanan nunger, Girgas nunger aser Yebus nunger, par lima ajak ni agütsüogo.”
GEN.16.1	Tang Sarai, Abram kinungtsüi pa nem tanur mesotsü, saka la kilirla Ijiptsür ka tenüng Hagar liasü. 
GEN.16.2	Anungji lai pa dang ashi, “Ni tanur masotsüsa 
GEN.16.3	Aser lai Hagarji Abram kinungtsü asütsü agütsü. Ibai Abram Kanan lima nung küm ter lir atalok. 
GEN.16.4	Abrami Hagar den medem aser la mashisa aküm. Kodang la mashisa kümogo ta lai metet, lai pei sasa asüküma aser pei kiburla Sarai mezüngmeshia aküm.
GEN.16.5	Aser Sarai Abram dang ashi, “Kü tai ne dak liang, ni kü kilirla ne teku nung agütsü, aser kodang lai la mashisa ta metet, la nükdang ni mezüngmeshia aküm. 
GEN.16.6	Abrami langzü, “Ne kilitsür ne ket nung lir, ne dang kechi ajung aji la dang inyakang,” Aser Sarai la dang meketmeseni sashia benshi nung Hagar jena ao.
GEN.16.8	“Hagar, Sarai kilitsürla, na kong nungi aru aser koleni aor?” Lai langzü, “Ni kü kiburla Sarai jakdang nungi ajener.”
GEN.16.9	Tenyar jagi ashi, “Ne kiburla dangi meyipa oang aser la kübok la tenzüka liang.” 
GEN.16.10	Ano tenyar jagi la dang ashi, “Ni ne nem semchirtem jenti agütsütsü, oda shingaia parnokji mezüngdangtettsüsa. 
GEN.16.11	Nai jabaso ka asotsü aser pa tenüng Ishmael ta ajatsü, kechiaser 
GEN.16.12	Pa nisung rongnung gado ama alitsü, pa teka nisung ajak anema alitsü. Pa pei adianutem ajak madang nungi pila-a alitsü.”
GEN.16.13	Hagari ashi, “Tsüngrem shiba ni nguogo iba indang ashitsüsa ni taküm lidi ma?” Aser 
GEN.16.14	Anungji nisungtemi tzübu tenüngji Beer-lahai-roi ta aja. Ibai kadesh o Bered na tsüngda nung lir. 
GEN.16.15	Hagari Abram nem jabaso ka sotsü, aser lai pa tenüng Ishmael ta aja. 
GEN.16.16	Hagari Ishmael asoba mapang Abram arishi küm tirtrok liasü.
GEN.17.1	Kodang Abram arishi küm tukur-tuku liasü, 
GEN.17.2	Ni kü tezüngzüktepba ne den yangludi, aser ne semchirtem jenti rendaktsüdi.” 
GEN.17.3	Abrami pei tejak rembanga ali nung apudak, aser Tsüngremi pa dang ashi, 
GEN.17.4	“Kü tezüngzüktepba ne den lir. Na kin aika tebu akümtsü. 
GEN.17.5	Ne dang joko Abram ta majatsü, saka ne tenüng Abraham ta ajatsü, kechiaser ni na kin aika tebu kümdaktsüogo. 
GEN.17.6	Ni na kanga rendaktsüdi, ne dak nungi alima kintem adokdaktsüdi, aser ne dak nungi chubatem adoktsü.
GEN.17.8	Ni ne nem aser ne semchirtem nem na senzüdak iba Kanan lima ajak agütsüdi, aser ni parnok Tsüngrem alitsü.”
GEN.17.9	Tsüngremi Abraham dang ashi, “Na aser ne sülen tarutsü putui iba tezüngzüktepba ayutsüla. 
GEN.17.10	 Ibai kü tezüngzüktepba koba ni o na aser ne sülen semchirtem tsüngda nung ayutsü; nenok rongnung tebur ajak mejeptoktsüla. 
GEN.17.11	Ni aser nenok tsüngda tezüngzüktepba temaitsüji nenok shi teküp temabaji mejeptokang. 
GEN.17.12	Nenok tarutsü pututem nunga tebur shia sor anogo tinübuba nung, oda ne kidang asoba süshia aener nungi sen agi alizükba süshia, ne semchir mesüaka, parnok ajak mejeptokang. 
GEN.17.13	Ne kidang asoba süshia, sen agi aliba süshia parnokji mejeptoktsüla aser kü tezüngzüktepba ne shi nung tatem makaba tezüngzüktepba asoshi alitsü. 
GEN.17.14	Tebur kar danga tema teküpji memejeptokra, paji kü nübur rongnungi jentoktsü, kechiaser pai kü tezüngzüktepba raksa.”
GEN.17.15	Tsüngremi Abraham dang ashi, “Nai joko nebutsü dang Sarai
GEN.17.16	Ni la moatsütsü, la ajanga ne nem jabaso ka agütsütsü; ni la moatsütsü aser la kintem tetsü akümtsü, la semchirtem nungi chubatem adoktsü.”
GEN.17.17	Abrahami pei tejak rembanga apudaker menü aser pa mulung nung ashi, “Tebur ka küm noklang ka tain kümer tanur ngudima? Aser Sarah shiba küm tukur tain lir, lai tanur sodi ma?” 
GEN.17.18	Abrahami Tsüngrem dang asüngdang, “Ishmael ne jakdang lilasang koda jungla?”
GEN.17.19	Saka Tsüngremi ashi, “Masü, nebutsü Sarahi ne nem jabaso ka sotsütsü, aser nai pa tenüng Isak ta ajatsü. Ni pa aser pa semchirtem den tezüngzüktepba ka ayutsü. Ibai tatem makaba tezüngzüktepba alitsü. 
GEN.17.20	Ishmael indang ne temepishibaji ni angashiogo. Ni pa moatsütsü; ni pa tejang jenti atangba kümdaktsüdi. Pa chuba terana tebudi akümtsü; aser ni pa agi kin tulu ka kümdaktsüdi. 
GEN.17.21	Saka Isak shiba sangküm Sarah iba mapang nung ne nem sotsütsü, pa den ni kü tezüngzüktepba yanglutsü.” 
GEN.17.22	Kodang Tsüngremi Abraham den jembiba anen, pai pa toktsü.
GEN.17.23	Abrahami Tsüngrem dang tashi anga aser panüjisa pai pei chir Ishmael aser kidang alir tebur ajak alartem aser sen agi alizükba ajak mejeptoktsü. 
GEN.17.24	Abraham arishi küm tukur-tuku alidang pa-a mejeptok, 
GEN.17.25	aser pei chir Ishmael mejeptokdang küm terasem liasü. 
GEN.17.26	Abraham aser pa chir Ishmael tenaprongla panüjisa mejeptok, 
GEN.17.27	Abraham kidang aliba tebur ajak, kidang asor mesüra aener dang sen agi aliba ajak pa den külemi mejeptok.
GEN.18.1	Abraham anüngdang kanga lemyia süki kikümbang nung mena alidang 
GEN.18.2	 Pai roka asoa reprang, aser nisung asem pa jakdang noktaka angu. Kodang pai parnok angu, pai süki kikümbang nungi parnok ajurutsü asema oa pei tejak ali nung apudaka ashi, 
GEN.18.3	“Kü 
GEN.18.4	Nenok tetsüng meiter süngdong kübok anisüngzüktsü asoshi ni tzü bener arutsüdi. 
GEN.18.5	Ni ano nenok nem chiyungtsü kar yanglutsüdi; yagi nenok lenmang asoshi tashi agütsütsü, kechiaser nenoki nenok kilir dangi aru.” Parnoki ashi, “Kanga junger, nai ashiba amaji sang.”
GEN.18.6	Abrahami süki-i ilunga Sarah dangi yia ashi, “Yakta am tajungtiba nungi tatakzük asem agiteta yangluang.” 
GEN.18.7	Abraham ano nashi telok dangi asema oa nashi chanu tajungtiba shimteta kilir nem agütsü aser parnoki aji aritepa renem. 
GEN.18.8	Pai temo, mamatzü aser nashi koba pai renema liasü, itemji bener oa parnok madang yutsü. Aser parnoki chiyungdang pai süngdong kübok ata.
GEN.18.9	Idangji parnoki pa dang asüngdang, “Ne kinungtsü Sarah kong lir?” Pai langzü, “La süki nung lir.” 
GEN.18.10	 “Sangküm kasa mapang nung ni ne dangi meyipa arutsü, aser nebutsü Sarai jabaso ka asotsü.” Sarai kiküm nungi aji angashi. 
GEN.18.11	Tang Abraham aser Sarah tantsür tambur kümer aser Sarah dak tanur abentsü mapang süir liasü. 
GEN.18.12	 Sarai pei mulung nung menüa ashi, “Tang ni kanga tantsür kümer aser kübuba-a tambur kümer ni shi nung tepela ngudima?”
GEN.18.15	Idangji Sarai tsübuadok aser menangzüki ashi, “Ni memenü.” Saka pai ashi, “Atangji nai menüogo.”
GEN.18.16	Kodang nisungtemji yang nungjagi apuso, parnoki Sodom tsütsü reprang, aser Abrahami parnok sülen anitaka oa parnok pei lenmang nung meinoktsü. 
GEN.18.17	Idangji 
GEN.18.18	Atangji Abraham kin tulu aser tashi tulu akümtsü, alima kin ajak na nungi moatsütsü.
GEN.18.19	Par chir aser pa semchirtemi 
GEN.18.20	Idangji 
GEN.18.21	tang ni lua parnok mapa atangji asü masü reprangdi, aser parnok taitsüba indang ni angashibaji shitak metettsü.”
GEN.18.22	Nisungtemji Sodom tsütsüi ao, saka Abrahami 
GEN.18.23	Pai 
GEN.18.24	Yimti nungji temeshipur tenem lira, tenem asoshiji nai yimtiji mesamatsütsü ama? 
GEN.18.25	Atangji nai temeshipurji temenenpur den kodanga mesamatsütsü, kechiaser ibaji ne dak nungi talangka pila-a lir. Temenenpur den külemi temeshipur samatsüra, temeshi purtemji temenenpur ama kümdaktsür, O bendangbai alima ajak nung ochi mebenshili ma?”
GEN.18.27	Abrahami tanaben jembi, “Ajiang, ni ama ali nisungi 
GEN.18.28	temeshipur nisung tenem melen lir-pungu danga lira, pungu agi mabensaba asoshi nai yimtiji samatsütsü ama?” 
GEN.18.29	Abrahami ano jembi, “Idakji lir danga ngura koda?” Pai langzü, “Lir asoshi ni aji mesamatsütsü.”
GEN.18.30	Idangji Abrahami ashi, “Ano ni jembiba atema 
GEN.18.31	Abrahami ashi, “Ni maneni tasü ita jembiba atema 
GEN.18.32	Abrahami ashi, “Oh 
GEN.19.1	Kodang tenyar anaji nikongdang Sodomi aru, Lot yimti süngkhüm nung mena liasü. Loti parnok ngua parnok den ajuruteptsü noktak, aser pai parnok madang apudaka ashi, 
GEN.19.2	“Kü kiburtem, yimlibilema nenok ner kilir kidangi meyipang ta ni mepishir. Nenok tetsüng meitang aser taonung idaki yipang, aser asüngnep yakta saker nenok pei lenmangi oangma.” Saka parnoki langzü, “Nung, onok ammang tepiyong yimti yimtong nungji alitsü.”
GEN.19.3	Loti parnok dang onsara mepishi nung, parnoki tesü pa den par kidangi ao, aser pai parnok nem benjong ka yangluja piyazü meinokba amtsük renema chidaktsü.
GEN.19.4	Saka aenertem mejanga maodang Sodom nunger lanu-ain ajak arua kiji meketbang. 
GEN.19.5	 Parnoki Lot jar asüngdang, “Taonung ner kidangi aitba nisungtemji kong lir? Parnokji onoki metettsüsa tang onok dangi anir adokang.”
GEN.19.6	Loti kimai tugu aser pa sülen kishiji shibang, 
GEN.19.7	aser ashi, “Kü adianutem, nenoki tamajung tebenshi ta ni nenok dang mepishir. 
GEN.19.8	Reprangang, tebur memetetba kü jala tasüngtet ana lir, ni parnok nenok dangi anir adoktsüdi, nenoki kechi mulunger yamaji parnok dak benshiang; saka item nisungtem dak kecha tamajung teinyak, kechiaser parnok kü kilempoki aita lir.”
