LUK.1.1	Mullc ômënj ar llôtë pisuprë tas spunë aceli ci sënt fapti ku noj, 
LUK.16.2	Astumsëna ell i'j gri sh i'j xësi: ‘Ci esti aistë ci ma avd ti tini? Prindi s'i'nj daj xhuvapi ti llukërru a tëll, kë nu pot s't'ja llas tas vegj avera sh malla a mja.’ 
LUK.16.3	Dapoja ell mindui: ‘Domnu a njell us m'i skôtë dit aist lluk. Ci s'fak? S'neg s'arrëm nu am fuqii, s'ting mëna tas kaft i'nj jini arrushëni. 
LUK.16.4	U shtiu ci us fak, tas m'ja prôqë ômënjjë tu kasëli a llor kënd s'mi skôtë di pi lluk.’ 
LUK.16.5	Ashë, i'j gri un kiti un tuc acej ci j'avja llôtë borxhi a domësu a lluj, shi i'j xësi a unuj: ‘Kit borxhi j'aj a domnu a njell?’ 
LUK.16.6	Ell i'j xësi: ‘Unësutë di racioni di untulem.’ Ysmeqarru i'j xësi: ‘Ja aistë karti, stë mpadi, shi skirë ntrôrë cinxëc’. 
LUK.16.7	Dapoja tërbë un allt: ‘Ma tini, kit j'aj borxhi?’ Ell j'u turrë: ‘Unësutë di masi di gërr’. Ysmeqarru i'j xësi: ‘Jau aistë karti, shi skirë optuxëc’.
LUK.16.8	Shi domnu a lluj o-llëvdë ysmeqarru fërë tinjii, kë avja llukratë ku minti. Ômënjjë a shtëje dunei sënt ma dishtiptac di ômënjjë ali llunjini tu llukërrë ci ar un-ku-allant.” 
LUK.16.9	Shi mini ma v'i xëk: “Fëcec ôspic ku avera a llëntuj, ci kënd s'bitisjastë avera, s'v'i aprôqë pit kasëli a llor di totëna. 
LUK.16.10	Kaj esti ku besë tu pucënë, esti ku besë sh tu mulltë, shi acell ci esti fërë tinjii tu pucënë, esti fërë tinjii shi tu mulltë. 
LUK.16.11	Ma kë avec futë fërë besë tu avera a llëntuj, kaj us v'u pistusjastë avera a lluj? 
LUK.16.12	Shi, ma ci nu avec futë ku besë ku malla a llëntuj, kaj us v'i da aca ci esti a vôstë? 
LUK.16.13	Içvërr ysmeqar nu pôti s'fakë ysmeti lla doj domnj di-unôrë. Ell, iti us ajbë inati un, iti us vra allant, iti us'i da dupi un shi us allasë di-unë parti allant. Nu putec s'i'j fëcec ysmeti shi a Dumëxë, shi a përëllu”.
LUK.16.14	Farisenjjë ci ara ni finitic ku prax, l'avxa tuti shi s'i arrëdja ku Jezus. 
LUK.16.15	Astumsëna ell ll'u xësi: “Voj hjic acej ci dininti a Dumëxë v'i spunec ka tinjisic, ma Dumëxë u kënôshti inëma a vôstë. Aca ci aspari mulltë bunë ti ômënjjë, ti Dumëxë esti kurrpëji. 
LUK.16.16	Nomlu a Moisiu shi profecje ara pënd di Joan. Dapoja esti dat evanghelu a kratu a Dumëxë, shi tuc s'i çukutest tas u qërdhësjastë acell ku mulltë mundimi. 
LUK.16.17	Ku-tutë-aca esti ma lëshôrë s'qarë cerlu shi lloku, dipi s'i'j si skôtë cëva a nomlu a Moisiu. 
LUK.16.18	Kajcëdo ci o-llasë mujera a lluj shi ja unë alltë, faci llath, shi acell ci s'i sôri ku unë mujeri ci esti përcatë di burbat, faci llath”.
LUK.16.19	“Ara un om avut ci s'mvështja ku stranji di thelpë skumpë. Kathi xuë bëna tu lluksi.
LUK.16.20	Dininti ali ushi a lluj stëtja un fukërë ku numa Llazar. Ell ara umpllut ku gërruci 
LUK.16.21	shi vra s'i fënëtja ku sërrëmëli ci këdja dit trapaza a shtëlluj avutu. Shi kënjjë vinia shi alinxja gërruxëli a lluj. 
LUK.16.22	Fukërëllu muri, shi ëngjëjë o-dusërë tas stëtja ku Abraham. Sh avutu muri, shi u ngurrparë. 
LUK.16.23	Tu pisë, ju ma stërrxja ti aceli ci avja faptë, skullë oqjë shi vëxu dëparti Abraham shi Llazar ningi nës. 
LUK.16.24	Astumsëna xësi ku bôci analltë: ‘Përinte Abraham, s'ic jinë rrëu ti mini, pëtrecu Llazar tas s'u môjë xedëtu ku apë, shi s'inj môjë limba, kë aistë pira ma m'i sturnjupseshti.’ 
LUK.16.25	Ma Abraham i'j xësi: ‘Hjiju a njell, aduqati kë tini l'i llosh bunecli a tëli tutë bana a ta, ma Llazar llo gôllë stërrxera. Tora ell hërëseshti aô, sh tini strrax.
LUK.16.26	Dapoja namësa di noj shi di voj esti un hendek mari, ci ma s'vra vërr s'trakë di kiti aô lla voj, s'nu pôtë dot, shi içvërr s'nu pôtë s'trakë di kiti ako lla noj,’ 
LUK.16.27	Avutu i'j xësi: ‘Astumsëna, përinte, ma c'fak rixhai tas u pëtrec lla kasa a tatënju, 
LUK.16.28	kë am cinci frac. S'llu xëkë ci s'nu jinë shi ej aô, tu aist bilok tas strragë.’ 
LUK.16.29	Abraham j'u turrë: ‘Ar Moisiu shi profecjë, ej prindi s'i'j avdë.’ 
LUK.16.30	Ell i'j xësi: ‘Nu, përinte Abraham, ma, ma nesi vërr di morrcjë us'i fakë pishmani, shi us'i tôrrë.’ 
LUK.16.31	Abraham i'j xësi: ‘Ma kë nu avd Moisiu sh profecjë, nu us ll'u s'i umpllë mintja sh ma s'injjaxë vërr di morrcjë’”.
LUK.17.1	Jezus ll'u xësi a dishepujllu a lluj: “Tuc pot s'fakë llath sh kad tu amartii, ma kavaj di acej ci li ping amartiili. 
LUK.17.2	Ti nës us ara ma gjini s'lëga tu zverrkë unë shkëmbë di môrë, shi s'ja mëna tu amari, dipi s'i fëcja sebepi ti amartii ti ma njicjë. 
LUK.17.3	S'avec mintja! Ma kë fratëtu faci llath vërjau. Ma s'feci pishmani, hërxjau. 
LUK.17.4	Ma s'fakë amartii dininti a ta shapti or n'xuë, shi shapti or s'tôrrë sh xëci ‘feç llath’, ‘hërxjau’.” 
LUK.17.5	Dapoja apostujë i'j xësërë a Domnëlu: “Avdaxënu pistusera”. 
LUK.17.6	Shi Domnëlu ll'u xësi: “Ma s'pistusjat kit sëmica a sinap, us i'j xëcjat a shtëlluj çërriçu: ‘zbatëti di aô, shi sjamëti tu amari’, ell ashë us fëcja. 
LUK.17.7	Kaj di voj, ma s'avja un ysmeqar ci llukraxë tu agur iti pashti ojli, us i'j xëcja a lluj kënd s'i turra di pi lluk: ‘Hajdi di-unôrë sh apunëti tas mëc!’? 
LUK.17.8	A nu us i'j xëcja: ‘Fënju etëmë cina, tôrrë mënëcli, sh fënj ysmeti tas mëk sh tas bjau mini, shi dapoja poc tas mëc shi s'bje shi tini’.
LUK.17.9	Naka vëhj u efharistiseshti ysmeqarru kë feci llukërru a lluj? 
LUK.17.10	Ashë sh voj, kënd s'fëcec llukërru ci avec ti fëceri, xëcec: ‘Est ysmeqar. Avem faptë aca ci i'nj tukueshti’”.
LUK.17.11	Kënd ara nqësit ti Jerusalem, Jezus tërku pit Samarii shi Galilei. 
LUK.17.12	Kënd intrë tu unë hôrë, i'j s'apurqarë xaci llëndic ku lebrë. Ej stëtja dëparti sh gra: 
LUK.17.13	“Jezus, mvëcëtor s'ic jinë krimë ti noj!” 
LUK.17.14	Jezus i'j vëxu sh ll'u xësi: “Fuxic shi adunacvë ku prefcjë”. Sh kënd nqësirë kala, ej s'vindëkarë. 
LUK.17.15	Dapoja un di nësh, kënd u vëxu ci ara pëstrit, s'turrë sh allëvda Dumëxë ku bôci analltë. 
LUK.17.16	Ell gëxu përdinc, tu çëçôrrë a Jezus shi u efharistisi. Ell ara Samaritan. 
LUK.17.17	Astumsëna Jezus u tërbë: “A nu ara xaci acej ci s'i vindikarë? Ma nau allanc ju sënt? 
LUK.17.18	Nu s'i afllë içvërr di nësh, tas s'i turra, shi s'allavda Dumëxë, ma gôllë aist ksenu?” 
LUK.17.19	Dapoja i'j xësi a lluj: “Skôllë sh fux. Pistusera a ta t'i skëpë”.
LUK.17.20	Unôrë kënd farisenjjë u tërbarë Jezus, kë kënd us jinë kratu a Dumëxë, Ell ll'u xësi: “Kratu a Dumëxë nu jini ku bujë. 
LUK.17.21	Nu us xëkë, ‘Ja ju esti aô!’ iti ‘Ja ako!’. Kë kratu a Dumëxë esti nunt lla voj.” 
LUK.17.22	Jezus ll'u xësi a dishepujllu: “Ma jin xëlili kënd us vrec s'vëdec unë di xëlili a Hjiju a Omu, ma nu us u vëdec. 
LUK.17.23	Astumsëna us v'i xëkë: ‘Ja ju esti ako!’ iti ‘Ja aô!’ Nu fuxic ako, sh nu j'ashtërrac! 
LUK.17.24	Ashë kum skapërë dit cerl tu pllôji, shi u llunjinëseshti cerlu tu tuti përcli, ashë us hjibë sh Hjiju a Omu xua ci us jinë. 
LUK.17.25	Ma, ma ninti Ell prindi s'strragë mullt kë nu us'i aprôqë di aistë filii di ômënj. 
LUK.17.26	Sh ashë kum s'feci tu xëlili a Noeu, ashë us'i fakë sh tu xëlili a Hjiju a Omu. 
LUK.17.27	Tu acell qëro, ômënjjë mëka shi bja, s'i sura shi s'mërta, pën di xua kënd Noeu intrë tu kutii, sh dapoja vini nëkara sh l'i rrustunë tuti. 
LUK.17.28	Ashë kum s'feci shi tu xëlili a Lot, ômënjjë mëka sh bja, kupura sh vindja, sëmëna shi skulla kasi, 
LUK.17.29	ma xua kënd Lot s'dëpërtë di Sodoma, gëxu fok sh squfur dit cerl shi i'j vëtëmë tuc. 
LUK.17.30	Ashë us'i fakë xua kënd us jinë Hjiju a Omu. 
LUK.17.31	Ma kë aca xuë vërr us hjibë pi çatii, ma pleçkëli a lluj us l'ajbë akasë, s'nu dëpunë tas l'i ja. Shi, ma kë vërr us tihjisjastë tu agur, niki ell s'nu s'i tôrrë. 
LUK.17.32	Aduqicvë ti mujera a Lot! 
LUK.17.33	Kaj s'çukuteshti tas u vjagjë bana a lluj, us'u qarë aca, sh acell ci us'u qarë bana a lluj, us'u skapë. 
LUK.17.34	Mini ma v'i xëk: aca sjarë, di doj ish ci us hjibë tu un kërvat, un us'i ja, sh allant us'i allasë.”
LUK.17.35+LUK.17.36	“Di dau mujer ci us hjibë lla môre ti mëcënari, unë us'i ja sh allantë us'i allasë”.
LUK.17.37	Dapoja u tërbarë: “Ma ju, Domne a nost?”.
LUK.17.37	Ell llu xësi: “Ju esti kërrma, ako s'i adunë shi skifterënjjë”.
LUK.18.1	Dapoja Jezus ll'u spusi unë meselei, tas ll'u spunë ci lipseshti s'ij fakë duvai a Dumëxë totëna, ni agërshatë içvërrorë. 
LUK.18.2	Ell xësi “Tu unë kasabai ara un dhiqigor ci nu avja frikë di Dumëxë sh nu avja tinjii ti ômënj. 
LUK.18.3	Tu aca kasabai ara sh unë mujeri fёrë burbat, ci nëxja lla nës shi i'j xëcja: ‘Dënj ndreptjaca dininti acëlluj ci esti kondra ku mini!’ 
LUK.18.4	Pucën qëro ell nu vra, ma dapoja, s'mindui: ‘Mini nu am frikë di Dumëxë, sh nu am tinjii ti ômënj,
LUK.18.5	ma, pedhis ci aistë mujeri ma nj'kadi pi zverkë, us j'u dau ndreptjaca, kë ajumtra ma vini totëna, us m'i fakë tas u qer tropu a njell.’” 
LUK.18.6	Sh Jezus xësi: “Avxat kë ci xësi dhiqigoru ci nu esti ndrept. 
LUK.18.7	Ma Dumëxë, nu us'u bagë ndreptjacë ti ma alepcje a lluj ci u kaft nôpti sh xuë. A us'i amënë tas ja xhutë? 
LUK.18.8	Mini us v'i xëk kë Ell us'u bagë ntrôrë ndreptjaca. Ma kënd s'jinë Hjiju a Omu, a us afllë ninga pistuseri tu aistë dunei?”
LUK.18.9	Acëllor ci u cënia sinia a llor ka ndrepc, shi s'arrëdja ku allanc, Jezus ll'u spusi aistë meselei: 
LUK.18.10	“Doj ômënj nesërë tu tempull tas s'i'j fakë duvai a Dumëxë. Un ara farise, sh allant aduna xhelepja. 
LUK.18.11	Fariseu stëtja pi çiçôri, fëcja duvai sh xhuduka: ‘Dumëxë, mini t'i efharistisest ci nu est ka allanc ômënj, fur, munafik, burbat ci faci llath ku mujera, iti ka aist om ci adunë xhelepja. 
LUK.18.12	Mini cën presëni, dau-or tu stëmënë, sh dau unë tu xaci përc di aceli ci jau.’ 
LUK.18.13	Ma omu ci aduna xhelepja stëtja dëparti shi nu avja nakërrë tas skulla oqjë kiti cerl, agudja qeptu sh xëcja: ‘Dumëxë, s'ic jinë krimë ti mini ci am faptë amartii!’” 
LUK.18.14	Mini us v'i xëk: “Aist om, nu fariseu, s'turrë akasë fapt ndrept di Dumëxë. Kë, acell ci allavdë sinia a lluj us'i apunë, sh kaj o-punë sinia a lluj, us'i anallcë”.
LUK.18.15	Ndoj ômënj aducja cilëmanjjë lla Jezus, ci ell s'bëga mëna pi nësh, ma kënd i'j vëxurë dishepujë nu vra s'ja llësa. 
LUK.18.16	Astumsëna Jezus i'j llo cilëmanjjë aprôpja di nës, sh xësi: “Allësacij cilëmanjjë s'jinë lla mini, sh nu i'j turrac nëpoj, kë kratu a Dumëxë ll'u tukueshti acëllor ci sënt ka nësh. 
LUK.18.17	Mini ma v'i xëk, kë acell ci nu o-prôqë kratu a Dumëxë ka un cilëman, nu us intrë tu nës”.
LUK.18.18	Un di ma marjë tu Judei u tërbë: “Mvëcëtor bun, ci prindi s'fak tas qërdhësest bana ti totëna?” 
LUK.18.19	Jezus i'j xësi: “Këce i'nj xëc bun? Içvërr nu esti bun, gôllë Dumëxëllu. 
LUK.18.20	Tini l'i shti mvëcëturëli a Dumëxë. Nu fë amartii ku mujera, nu vatëmë, nu furë, nu xë psemati, tinjisja tatëtu sh mëta”. 
LUK.18.21	Dapoja ell i'j xësi: “Tuti aisti l'am fapti di kënd aram nou.”
LUK.18.22	Kënd avxë aistë, Jezus i'j xësi: “Gôllë unë gjeji nu ôj faptë: vindili tuti ci aj, dëllu acëllor ci nu ar, shi us aj mulltë tu cerl. Dapoja hajdi dupi mini!” 
LUK.18.23	Ma kënd l'i avxë aisti, a lluj i'j s'asparsi sënxili, kë ara mullt avut. 
LUK.18.24	Jezus u vëxu kë ell s'murzui, tiacë xësi: “Kit zori esti ti acej ci ar mulltë averi tas intrë tu kratu a Dumëxë.” 
LUK.18.25	Esti ma efkulla s'trakë unë gamilë tu guva a aku, dipi s'intrë un avut tu kratu a Dumëxë. 
LUK.18.26	Acej ci ma avxa u tërbarë: “Ma dapoja, kaj us pôtë tas skapë?” 
LUK.18.27	Jezus ll'u turrë: “Aca ci esti mullt ku zori ti ômënjjë, s'faci efkulla di Dumëxë”. 
LUK.18.28	Astumsëna Pjetru i'j xësi: “Ja, noj l'allësëm tuti ci avjam sh vinum dupi tini”. 
LUK.18.29	Sh'Jezus i'j xësi: “Darihënja ma v'i xëk, kë içvërr di acej ci ar allësatë kasili sh mujerrë, frac sh fumejë ti sebepja a kratu a Dumëxë, 
LUK.18.30	nu us arrëmënë ni llôtë mullt tu aist qëro sh us hërësjastë bana tu allantë dunei”.
LUK.18.31	Jezus j'adunë di-unë-parti dojspërxacëjë sh llu xësi: “Ma nëxem tu Jerusalem, sh tuti ci skërarë profecje ti Hjiju a Omu us'i fakë. 
LUK.18.32	Ell us'u parada lla paganëjë, ci us'i arrëdë,
LUK.18.32	us'u nxhurë, us'u skuqë, 
LUK.18.33	shi dupi bëteri us'u vatëmë, ma dupi tre xëli Ell us injjaxë.”
LUK.18.34	Ej nu aduqirë cëva, kë aca ci ll'u xësi Jezus ara askumtë ti nësh sh nu aduqirë ci xësi.
LUK.18.35	Kënd Jezus ma s'i apurqa tu Jeriko, un orb stëtja marxëna di kali ku mëna tjasë sh këfta. 
LUK.18.36	Kënd avxë ci ma tërcja ndoj ômënj, tërbë ci ma s'fëcja. 
LUK.18.37	Ej i'j xësërë: “Ma treci Jezus di Nazaret”. 
LUK.18.38	Astumsëna ell gri ku bôci analltë: “Jezus, Hjij a David, sic jinë rrëu ti mini!” 
LUK.18.39	Acej ci tërcja dininti u ursirë tas këpsja, ma ell aurrë sh ma mullt: “Hjij a David, sic jinë krimë ti mini!” 
LUK.18.40	Jezus qinduri sh ll'u xësi s'ja ducja orbu. Kënd s'apurqë Ell u tërbë: 
LUK.18.41	“Ci vre s'fak ti tini?” Orbu xësi: “Domne, voj tas ved napoj!” 
LUK.18.42	Shi Jezus i'j xësi: “Vex napoj! Pistusera a ta t'i skëpë”. 
LUK.18.43	Alluj i'j s'i turrë di-unôrë vëdera, nesi dupi Jezus sh tut allëvda Dumëxë. Tuc acej ci u vëxurë, allëvdarë Dumëxë.
LUK.19.1	Jezus intrë tu Jeriko sh ma tërcja kala. 
LUK.19.2	Ako ara un om ku numa Zake. Ell ara di acej ci aduna xhelepja sh ara avut. 
LUK.19.3	Zakeu ma s'çukutja tas vëdja kaj ara Jezus, ma ara shkurt sh nu putja tas u vëdja kë ara mullc ômënj. 
LUK.19.4	Tiaca, ell tërku dininti, shi s'i alënë tu un hjik tas u vëdja, kë Jezus ma tërcja tu aca kali. 
LUK.19.5	Kënd Jezus axhumsi ako, skullë oqjë sh i'j xësi: “Zake, dëpunë ntrôrë, kë azë voj tas stau tu kasa a ta.” 
LUK.19.6	Zakeu dupunë ntrôrë shi s'hërësi, ci us ashtëptja Jezus lla kasa a lluj. 
LUK.19.7	Tuc acej ci u vëxurë aistë gjëji, ahurhjirë tas xhudëkë: “Ju us nagë ôspi, lla un om nkërkat ku amartii.” 
LUK.19.8	Zakeu ci stëtja pi çëçôri i'j xësi a Domnu: “Ja Domne, mini us ll'u dau acëllor ci nu ar, disa ali averi a mja, sh ma kë j'am llôtë a vërruj prax ku psemati, us j'u torr patur or ma mullt.” 
LUK.19.9	Dapoja Jezus i'j xësi: “Azë vini skëpara tu aistë kasë, kë shi aist esti hjij all Abraham. 
LUK.19.10	Hjiju a Omu ari vinitë tas i'j kaftë shi s'i'j skapë acej ci ara qëruc”.
LUK.19.11	Kënd ma o-vxa, Jezus ll'u spusi sh aistë meselei, pedhis kë ara aprôpja di Jerusalem, shi ej pistusja ci kratu a Dumëxë us vinia ntrôrë. 
LUK.19.12	Ell ll'u xësi: “Un domn nesi tu un bilok dëpërtos, tas s'i fëcja vësëjë sh dapoja us'i turra. 
LUK.19.13	Adunë xaci di ysmeqarjë a lluj, ll'u dedi xaci monedhi sh ll'u xësi: ‘Bëgacili pi lluk pën kënd s'mi torr mini!’ 
LUK.19.14	Ômënjjë a shtëlluj biloku nu u vra, shi i'j pëtërkurë dënëpoj ndoj di nësh tas xëcja: ‘Nu vrem ci aist om s'i fakë vësëjë ti noj.’” 
LUK.19.15	Kënd s'turrë, ara fapt vësëjë, sh këftë tas s'i'j aducja ysmeqarjë ci ll'ovja datë prax, tas vëdja kum l'avja bëgatë pi lluk. 
LUK.19.16	Vini prota un sh i'j xësi: “Domne përëllu a tëll ari date xaci allti.” 
LUK.19.17	Ell i'j xësi “Bravo, esht ysmeqar bun. Pedhis ci t'i spusesh ndrept ti tuti, us t'i fac mari tu xaci kasabai”. 
LUK.19.18	Dapoja vini allant shi i'j xësi: “Domne, përëllu a tell ari datë cinci allti.” 
LUK.19.19	Ell i'j xësi: “Sh tini us esht mari tu cinci kasabai!”
LUK.19.20	Dapoja vini allant sh xësi: “Domne ja ju ôj përëllu a tëll. Mini o-vërtij tu unë shamei, 
LUK.19.21	kë avjam frikë di tini, kë esht mullt sert. Tini jaj aca ci nu ôj datë, sh adunj aca ci nu ôj sëmënatë”. 
LUK.19.22	Ell xësi: “Ysmeqar anapudh, mini us t'ja gudest ti zbôrrëli a tëli. Tini u shtjaj ci mini est sert, ci jau aca ci nu am datë, sh taj aca ci nu am sëmënatë? 
LUK.19.23	Dapoja, këce nu u bëgash tu bangë përëllu a njell, ci kënd s'mi turram s'u llôm ku tutë aca ci us'i avdëxa?”
LUK.19.24	Tiaca, ll'u xësi acëllor ci ara ako: “Llôcëju përëllu sh dëdecëju acëlluj ci ari xaci!”
LUK.19.25	Ej i'j xësërë: “Domne, ma ell ari xaci monedhi.” 
LUK.19.26	Ell ll'u turrë: “Mini us v'i xëk kë acëlluj ci ari, us i'j s'i da sh ma mullt, ma acëlluj ci nu ari, us i'j s'i ja sh aca ci ari.
LUK.19.27	Sh acej ci nu m'i vra mini s'mi fëcjam vësëjë, aducecij sh vëtëmacij aô dininti a mja!”
LUK.19.28	Kara l'i xësi aisti Jezus nqisi ndrept tu Jerusalem. 
LUK.19.29	Kënd s'i apurqë tu Betfage sh tu Betani, tu biloku ci s'i akjëma “Muntili a Masënllu”, pëtërku doj di dishepujë 
LUK.19.30	sh llu xësi: “Fuxic tu hôra qandra, sh kënd s'intrac us afllac lëgat un ghumarr, ci nu ari nkëlëkatë vërr pi nës. Zdëlëgacu sh aducecu. 
LUK.19.31	Ma kë v'i ntrabë vërr ‘këce u zdëlëgac’ xëcecij ashë: ‘Domnu u vra’”. 
LUK.19.32	Acej ci pëtërku Jezus, nesërë sh o-fllarë ashë kum ll'ovja xësë Ell.
LUK.19.33	Kënd ma u zdëlëga ghumarru, domësu i'j tërbë: “Këce ma u zdëlëgac ghumarru?” 
LUK.19.34	Ej i'j xësërë: “Domnu u vra.” 
LUK.19.35	Ej o-dusërë ghumarru lla Jezus, j'amënarë pësuprë stranjli a llor sh Ell nkëlëkë pi nës. 
LUK.19.36	Kala ju tërcja, ômënjjë ashtërra stranjli a llor. 
LUK.19.37	Kënd s'i apurqë tu kala ci dupuna dit Muntëli a Masënllu, tuc dishepujë ahurhjirë tas allavdë Dumëxë, ku hërau sh ku bôci analltë, ti tuti bunecli ci avja vëxutë.
LUK.19.38	Ej xëcja: “Llunjinësit s'hjibë vësëjë ci jini pi numa a Domnëlu!
LUK.19.38	Irini tu cerl sh dhoksu Dumëxë anallt!”
LUK.19.39	Ndoj di farisenjjë ci ara namësa di ômënj i'j xësërë a Jezus: “Mvëcëtor, xëllu a dishepujllu a tej tas këpsjastë.” 
LUK.19.40	Ma Jezus ll'u turrë: “Mini us v'i xëk ci, shi s'këpsjastë ej, shkëmbili us grastë.” 
LUK.19.41	Kënd s'i apurqë tu kasabai shi u vëxu, Jezus pllëmsi ti nës, 
LUK.19.42	sh xësi: “Ah, ma s'oduqesht sh tini azë di këtu jini irini! Ma aistë esti askumtë ti oqjë a tej. 
LUK.19.43	Ma jin xëlili kënd asmëjë a tëj us zhdikidë groq afigërra di tini, us t'ja vërrtjastë sh us t'i strringë di tuti përcli. 
LUK.19.44	Dapoja us t'i tindë mpadi acëja sh fumeja a ta, sh nu us allasë n'i amënatë pi tini shkëmbë pisti shkëmbë, kë tini nu o-duqish qërollu kënd Dumëxë vini tas t'i axhutë”.
LUK.19.45	Kënd intrë tu tempull Jezus ahurhji s'i'j aurrë acej ci vindja ako. 
LUK.19.46	Sh ll'u xësi: “Sëmtili skërëturi xëk: Kasa a mja esti kasë ti fëceri duvai,
LUK.19.46	ma voj o-vec faptë bilok di fur.”
LUK.19.47	Jezus mvëca ômënjjë kathi xuë tu tempull. Prefcjë, skribënjjë sh ma marjë a ômënjllu vra s'u vëtëma, 
LUK.19.48	ma nu shtja ci s'fëcja, kë tuc ômënjjë s'hërësja kënd o-skullta.
LUK.20.1	Unë xuë kënd Jezus mvëca ômënjjë tu tempull, sh llu spunia ti evanghelu, vinërë prefcjë, skribënjjë sh aushjë 
LUK.20.2	shi i'j xësërë: “Spunëni a nau ku ci forcë l'i fac aisti llukëri? Kaj c'ôri datë aistë fuqii?” 
LUK.20.3	Sh Ell ll'u xësi a llor: “Us v'i treb sh mini a vau un zborr shi spunecinj. 
LUK.20.4	Pëtëxara a Joan s'fëcja dit cerl ama di ômënj?” 
LUK.20.5	Ej s'i minduirë sh xëcja un-ku-allant: “Ma s'xëcem ‘dit cerl’, us n'i xëkë: ‘Këce nu u pistusit acell?’” 
LUK.20.6	“Ma s'xëcem ‘di ômënj’, miletja us n'i vatëmë ku shkëmbi, kë u shtja ci Joan ara preft”.
LUK.20.7	Tjaca i'j xësërë: “Nu u shtim di këtu vinia” 
LUK.20.8	Sh Jezus ll'u xësi: “Sh mini nu v'i spun a vau, ku ci fuqii l'i fak aisti gjëji”.
LUK.20.9	Jezus ahurhji s'i'j spunë a ômënjllu aistë parabolë (meselei): “Un om sëmënë auë. L'i dedi tas l'i llukraxë llukërtorjë, sh fuxi tu un bilok dëparti ti mullc anj. 
LUK.20.10	Kënd vini qërollu tas adunë auëli, pëtërku un ysmeqar lla llukërtor tas i'j dëdja partja a lluj, ma ej u bëturë shi u nqësirë ku mënjli gôlli. 
LUK.20.11	Dapoja pëtërku un ysmeqar allt. Sh acell u bëturë, s'i arrësërë ku nës, shi u nqësirë ku mënjli gôlli. 
LUK.20.12	Napoj pëtërku un allt, ma sh aist u pluguirë shi o-urrarë.
LUK.20.13	Sh nikuqirru a agërru xësi: ‘Ci s'fak? Us pëtrek hjiju a njell, acell vrutu, kë vëhj s'i arrushuniaxë di nës’. 
LUK.20.14	Ma kënd u vëxurë hjijësu, llukërtorjë zburrarë un-ku-allant.: ‘Aist esti acell ci us l'i qërdhësjastë. S'u vëtëmëm sh ashë auëli us n'a rrëmënë a nau’. 
LUK.20.15	Dapoja o-urrarë dit agur shi u vëtëmarë. Ci us ll'u fakë a llor domësu a agërru? 
LUK.20.16	Ell us jinë, us i'j vatëmë acej llukërtor, shi us ll'u da agërru allëntor”. Kënd ovxarë aistë gjëji, ômënjjë xësërë: “Dëparti s'hjibë!” 
LUK.20.17	Ma Jezus amënë oqjë kiti nësh sh xësi: “Ci vra s'xëkë aisti zbôrri di sëmtëli Skërëturi:
LUK.20.17	‘Shkëmba ci masturjë o-rrukarë nkllo, axhumsi ci s'feci shkëmba dit qoshi?’
LUK.20.18	Kajcëdo ci kadi pi aca shkëmbë, us'i fakë bukëc, sh ma kë shkëmba kadi pisti vërr, us'u vatëmë”. 
LUK.20.19	Skribënjjë sh prefcje o-duqirë ci Jezus o-vja xësë aistë parabolë ti nësh, tjaca vra tas u bëga nturmënë tu aca ôrë, ma avja frikë di ômënj.
LUK.20.20	Ej ahurhjirë tas u bëga orë Jezus, tiaca i'j bëgarë dënëpoj spiunëjë, ci s'i stërrxja ka ômënj tinjisic. Aistë u fecërë tas o-këca tu llath tu vërr zborr, sh ashë s'u parada lla ômënjjë ali qevërrii. 
LUK.20.21	Ej u tërbarë: “Mvëcëtor, noj u shtim kë tini gresht sh mvec gjini, kë nu t'i pinxi vërr, ma ll'u spunj a ômënjllu darihënja kala a Dumëxë. 
LUK.20.22	A esti ndrept tas s'i'j pulltim a Çezar taksëli, ama nu?” 
LUK.20.23	Ma Jezus o-duqi ileja a llor shi ll'u xësi: 
LUK.20.24	“Spunecinj unë monedhë. Ci kap esti pi aistë monedhë?” Ej i'j xësërë: “A Çezar”. 
LUK.20.25	Jezus ll'u xësi: “Astumsëna dëdecij a Çezar, aca ci esti a Çezar, shi a Dumëxë, aca ci esti a Dumëxë”.
LUK.20.26	Ashë ej nu pëturë tas o-kacë tu zborr dininti ali mileti, s'çudusirë ku zborru a lluj, sh këpsirë.
LUK.20.27	Vinërë lla Jezus ndoj saducenj. Aiç xëk kë nu ari injjari 
LUK.20.28	tjaca u tërbarë: “Mvëcëtor, Moisiu n'ari allësatë skiratë: 
LUK.20.29	Ara unorë shapti frac. Un di prota s'i sure sh'nu allësë cilëmanj, 
LUK.20.30	allant, 
LUK.20.31	dapoja sh'allanc s'i surarë ku mujera a lluj, sh shaptëjë nu allësarë cilëmanj kënd murirë. 
LUK.20.32	Tu fund muri sh mujera. 
LUK.20.33	Dupi injjari mujera a kuj us hjibë ija, pedhis ci shaptëjë o-vja ti mujeri?” 
LUK.20.34	Jezus ll'u xësi: “Ômënjjë a shtëje dunei s'i sôre shi s'mëritë, 
LUK.20.35	ma acej ci sënt bunj ti allantë banë, shi us axhungë s'injjaxë di mort, niki us'i sôrë, sh niki us'i mëritë. 
LUK.20.36	Ej nu pot s'môrë napoj, kë sënt ka ëngjëj, sh sënt hjij di'a Dumëxë, kë sënt hjij di injjari.
