MAT.1.1	耶穌基督——
MAT.26.1	當耶穌講完了這一切話，就對自己的門徒們說：
MAT.26.3	那時，祭司長們
MAT.26.4	商議要用詭計拘捕耶穌，把他殺掉。
MAT.26.5	不過他們說：「不可在節日期間，免得民中發生騷亂。」
MAT.26.6	耶穌在
MAT.26.7	有一個女人拿著一個盛了極其貴重香液的玉瓶上前來，在耶穌坐席的時候，把香液澆在他的頭上。
MAT.26.8	門徒們看見了就很不滿，說：「為什麼這樣浪費？
MAT.26.9	這香液
MAT.26.10	耶穌知道了，就對他們說：
MAT.26.14	那時候，十二使徒
MAT.26.15	說：「如果我把他交給你們，你們願意給我什麼？」他們就約定給他三十個銀錢。
MAT.26.16	從那時候起，
MAT.26.17	除酵節的第一日，門徒們前來問耶穌：「你要我們到哪裡去預備，好讓你吃逾越節的晚餐呢？」
MAT.26.18	耶穌說：
MAT.26.19	門徒們就依照耶穌所吩咐的去做，預備了逾越節的晚餐。
MAT.26.20	到了晚上，耶穌與十二使徒一同坐席。
MAT.26.21	在他們吃的時候，耶穌說：
MAT.26.22	他們極其憂傷，就一個一個地開始問耶穌：「主啊，不會是我吧？」
MAT.26.23	耶穌回答說：
MAT.26.25	那出賣耶穌的
MAT.26.25	耶穌對他說：
MAT.26.26	在他們吃的時候，耶穌拿起餅來，祝福了，就掰開，遞給門徒們，說：
MAT.26.27	接著，他拿起杯來，祝謝了，遞給他們，說：
MAT.26.30	他們唱了讚美詩
MAT.26.31	那時，耶穌對他們說：
MAT.26.33	對耶穌說：「即使所有的人因你被絆倒，我也絕不會被絆倒。」
MAT.26.34	耶穌對他說：
MAT.26.35	對耶穌說：「即使我必須與你同死，我也絕不會不認你。」所有的門徒也都如此說。
MAT.26.36	隨後，耶穌與他們來到一個叫
MAT.26.37	他帶了
MAT.26.38	就對他們說：
MAT.26.39	耶穌稍往前走，把臉伏在地上禱告說：
MAT.26.40	耶穌回到門徒們那裡，看見他們睡著了，就對
MAT.26.42	耶穌第二次又去禱告說：
MAT.26.43	他又回來，看見他們在睡覺，因為他們的眼皮發沉。
MAT.26.44	耶穌又離開他們，第三次去禱告，又說了同樣的話。
MAT.26.45	然後，他回到門徒們那裡，對他們說：
MAT.26.47	耶穌還在說話的時候，忽然十二使徒之一的
MAT.26.48	那出賣耶穌的人已經和他們定了一個暗號，說：「我如果親吻誰，誰就是那個人。你們把他抓住。」
MAT.26.49	立刻上前來對耶穌說：「拉比，願你歡喜！」然後親吻了他。
MAT.26.50	耶穌對他說：
MAT.26.50	於是，那些人上前來，下手拘捕了耶穌。
MAT.26.51	這時候，忽然有一個與耶穌在一起的人伸手拔出刀來，向大祭司的奴僕砍去，削掉了他的一個耳朵。
MAT.26.52	耶穌就對他說：
MAT.26.55	這時候，耶穌對那群人說：
MAT.26.56	這時候，所有的門徒都離開他，逃跑了。
MAT.26.57	拘捕耶穌的人把他帶到大祭司
MAT.26.58	遠遠地跟著耶穌，一直到大祭司的院子。他進到裡面，與差役們坐在一起，想看看結果如何。
MAT.26.59	當時，祭司長們
MAT.26.60	雖然有許多假見證人上前來，可是他們找不出什麼。後來有兩個人
MAT.26.61	說：「這個人說過：『我能拆毀神的聖所，三天內又建起來。』」
MAT.26.62	於是大祭司就站起來，問耶穌：「對這些人控告你的事，你什麼都不回應嗎？」
MAT.26.63	耶穌卻沉默不語。大祭司又對他說：「我命令你指著永生的神起誓，告訴我們你是不是基督——神的兒子？」
MAT.26.64	耶穌回答他，說：
MAT.26.65	大祭司就撕裂自己的衣服，說：「他說了褻瀆的話！難道我們還需要什麼見證人嗎？看，現在你們都聽見了這褻瀆的話。
MAT.26.66	你們怎麼看？」
MAT.26.66	他們回答說：「他是該死的！」
MAT.26.67	當時他們就往他臉上吐唾沫，用拳頭打他，也有人用手掌打他，
MAT.26.68	說：「給我們說預言吧！基督！打你的是誰？」
MAT.26.69	坐在外面的院子裡，有一個女僕過來對他說：「你也與那個
MAT.26.70	卻在眾人面前否認說：「我不知道你在說什麼。」
MAT.26.71	他出去到門口，另有一個女僕看見他，對那裡的人說：「這個人與
MAT.26.72	又起誓否認說：「我不認識那個人！」
MAT.26.73	過了一會兒，旁邊站著的人過來對
MAT.26.74	就開始賭咒並起誓說：「我不認識那個人！」立時，雞就叫了。
MAT.26.75	想起耶穌說過的話：
MAT.27.1	到了清晨，所有的祭司長和民間的長老商議對付耶穌，為要處死他。
MAT.27.2	他們把耶穌捆起來帶走，交給總督
MAT.27.3	這時候，那出賣耶穌的
MAT.27.4	說：「我出賣了無辜人的血，我有罪了。」
MAT.27.4	但是他們說：「這與我們有什麼關係？你自己看著辦吧！」
MAT.27.5	把銀錢丟在聖所裡就退了出來，去上吊自殺了。
MAT.27.6	祭司長們撿起銀錢，說：「這既然是血錢，不可以放到聖殿奉獻裡。」
MAT.27.7	他們商議之後，就用那錢買了陶匠的一塊地，做為外國人的墳地。
MAT.27.8	因此，那塊地就被稱為「血田」，直到今天。
MAT.27.9	這就應驗了藉著先知
MAT.27.9	「他們拿了那三十個銀錢，就是那人被定的價錢，是
MAT.27.10	他們用這錢買了陶匠的那塊地，正如主所指示我的。」
MAT.27.11	耶穌站在總督面前，總督問他，說：「你是
MAT.27.11	耶穌說：
MAT.27.12	可是當他被祭司長們和長老們控告的時候，什麼都不回應。
MAT.27.13	對他說：「他們控告你這麼多的事，你沒有聽見嗎？」
MAT.27.14	耶穌連一句話也不回答，以致總督感到非常驚奇。
MAT.27.15	每逢這節日，總督會照慣例，給民眾釋放一個他們所要的囚犯。
MAT.27.16	那時有一個出名的囚犯，叫
MAT.27.17	當民眾聚集的時候，
MAT.27.18	其實
MAT.27.19	正坐在審判席上，他的妻子派人到他那裡說：「這義人的事，你什麼也不要管。要知道，我今天因他的緣故，在夢中受了很多苦。」
MAT.27.20	祭司長們和長老們挑唆眾人，叫他們要
MAT.27.21	總督問他們，說：「這兩個人中，你們要我給你們釋放哪一個呢？」
MAT.27.21	他們回答說：「
MAT.27.22	對他們說：「那麼，我該怎麼處理這稱為基督的耶穌呢？」
MAT.27.22	他們都說：「把他釘上十字架！」
MAT.27.23	彼拉多說：「他到底做了什麼惡事呢？」
MAT.27.23	但他們卻越發喊叫說：「把他釘上十字架！」
MAT.27.24	知道自己無濟於事，反而騷亂倒要發生，就拿水在眾人面前洗手，說：「流這人
MAT.27.25	全體民眾都回答說：「他的血歸在我們和我們兒女的身上！」
MAT.27.26	於是
MAT.27.27	那時，總督的士兵們把耶穌帶進總督府，召集了全隊士兵在他周圍。
MAT.27.28	他們剝下耶穌的衣服，給他套上一件深紅色的袍子，
MAT.27.29	用荊棘編了冠冕，戴在他的頭上，又把一根蘆葦放在他的右手裡，然後跪在他面前，戲弄他說：「萬歲，
MAT.27.30	接著向他吐唾沫，拿蘆葦打他的頭。
MAT.27.31	他們戲弄完了，就脫下他深紅色的袍子，給他穿上他自己的衣服，然後把他帶走，要釘上十字架。
MAT.27.32	他們出去的時候，遇見一個名叫
MAT.27.33	他們來到一個地方，叫「
MAT.27.34	他們把膽汁調和的酒
MAT.27.35	他們把耶穌釘上十字架以後，抽籤分了他的衣服，
MAT.27.36	然後坐在那裡看守著他，
MAT.27.37	又在他的頭上方，安了他的罪狀牌，上面寫道：「這是耶穌，
MAT.27.38	那時，有兩個強盜與耶穌一起被釘十字架，一個在右邊，一個在左邊。
MAT.27.39	那些路過的人辱罵耶穌，搖著頭，
MAT.27.40	說：「你這個要拆毀聖所、三天內又建起來的人哪，救救你自己吧！你如果是神的兒子，就從十字架上下來吧！」
MAT.27.41	同樣，祭司長們也與經文士們和長老們
MAT.27.42	「他救了別人，卻不能救自己！他是
MAT.27.43	他依靠神，如果神喜悅他，就讓神現在救他吧！因為他說過『我是神的兒子。』」
MAT.27.44	與耶穌一起被釘十字架的強盜也同樣地責罵他。
MAT.27.45	從中午十二點
MAT.27.46	下午三點左右，耶穌大聲呼叫：
MAT.27.47	站在那裡的一些人聽見了，就說：「這個人在呼喚
MAT.27.48	其中有一個人立刻跑去，拿了海綿蘸滿了酸酒，套在蘆葦上，要給他喝。
MAT.27.49	其他的人說：「等著吧，我們看
MAT.27.50	耶穌又大喊一聲，就交出了靈魂。
MAT.27.51	忽然，聖所裡的幔子從上到下裂成兩半。大地震動，岩石裂開。
MAT.27.52	墳墓也開了，許多已睡了的聖徒的身體復活了。
MAT.27.53	耶穌復活以後，他們從墳墓裡出來，進了聖城，向許多人顯現。
MAT.27.54	百夫長和那些與他一起看守耶穌的人，看見地震和所發生的事，就極其懼怕，說：「這個人真是神的兒子！」
MAT.27.55	那裡有許多婦女從遠處觀看，她們從
MAT.27.56	其中有
MAT.27.57	到了傍晚，來了一個
MAT.27.58	他來到
MAT.27.59	領了耶穌的遺體，用潔白的細麻布裹好，
MAT.27.60	安放在自己的新墓穴裡，這墓穴是他鑿在岩石裡的。他又滾來一塊大石頭，堵住墓穴口，就離開了。
MAT.27.61	的
MAT.27.62	第二天，就是預備日的後一天，祭司長們和
MAT.27.63	說：「大人，我們想起當那個迷惑人的還活著時曾經說過：『在第三天我要復活。』
MAT.27.64	所以，請你下令嚴密看守那墳墓，一直到第三天，免得他的門徒們來
MAT.27.65	對他們說：「你們有一隊衛兵，盡你們所能，嚴密看守吧！」
MAT.27.66	於是，他們帶著衛兵去，用印封上墓口的
MAT.28.1	過了安息日，在一週的頭一天
MAT.28.2	忽然發生了強烈的地震，主的一位天使從天上降下來，上前把那石頭
MAT.28.3	他的容貌像閃電，衣服潔白如雪。
MAT.28.4	看守的衛兵們因怕天使就渾身發抖，變得像死人那樣。
MAT.28.5	天使對婦女們說：「你們不要怕！我知道你們是在尋找被釘十字架的耶穌。
MAT.28.6	他不在這裡，因為他已經復活
MAT.28.7	趕快去告訴他的門徒們：『他從死人中復活了。看哪，他要在你們之前到
MAT.28.8	她們立即離開墓穴，又懼怕，又大大歡喜，跑去告訴耶穌的門徒們。
MAT.28.9	這時候
MAT.28.10	耶穌對她們說：
MAT.28.11	她們離去的時候，正好有一些衛兵進了城，把所發生的事都報告給祭司長們。
MAT.28.12	祭司長們就與長老們一起聚集商議，給了士兵們許多銀錢，
MAT.28.13	說：「你們要說：『他的門徒們夜裡來，趁我們睡著的時候，把他偷走了。』
MAT.28.14	如果這事被總督聽見了，我們會說服他，保證你們無事。」
MAT.28.15	士兵們收了銀錢，就照所指示的去做。於是這說法就流傳在
MAT.28.16	十一個門徒往
MAT.28.17	他們看見耶穌，就拜他，不過還有人疑惑。
MAT.28.18	耶穌前來，對他們說：
MRK.1.1	神的兒子耶穌基督福音的開始
MRK.1.2	正如先知
MRK.1.2	「看哪，我要差派我的使者在你前頭，
MRK.1.2	他要
MRK.1.3	在曠野有聲音呼喊著：
MRK.1.3	『你們當預備主的道，
MRK.1.3	當修直
MRK.1.4	於是
MRK.1.5	全
MRK.1.6	穿的是駱駝毛的衣服
MRK.1.7	他宣講，說：「在我之後，有一位比我更強有力的要來。我就是彎腰為他解鞋帶也不配。
MRK.1.8	我用水
MRK.1.9	在那些日子裡，耶穌從
MRK.1.10	耶穌一從水裡上來，就看見諸天裂開了，聖靈好像鴿子降臨在他身上。
MRK.1.11	這時候，有聲音從諸天傳來，說：
MRK.1.11	「你是我的愛子，
MRK.1.11	我喜悅你。」
MRK.1.12	聖靈立刻催促耶穌到曠野裡去。
MRK.1.13	他在曠野裡四十天，受
MRK.1.14	被逮捕以後，耶穌來到
MRK.1.15	說：
MRK.1.16	耶穌從
MRK.1.17	耶穌就對他們說：
MRK.1.18	他們立刻捨棄漁網，跟從了耶穌。
MRK.1.19	稍往前走，耶穌看見
MRK.1.20	耶穌隨即召喚他們。他們就離開了在船上的父親
MRK.1.21	他們來到
MRK.1.22	眾人對耶穌的教導都驚嘆不已，因為他教導他們，就像有權柄的人，不像經文士們。
MRK.1.23	忽然
MRK.1.24	說：「
MRK.1.25	耶穌斥責汙靈說：
MRK.1.26	汙靈使那個人抽瘋，然後大聲喊叫著從他裡面出來了。
MRK.1.27	結果大家都驚訝不已，彼此談論說：「這是怎麼回事？！一個帶有權柄的新的教導！他命令汙靈
MRK.1.28	於是耶穌的消息很快地傳遍了
MRK.1.29	他們從會堂出來，隨即到
MRK.1.30	的岳母正發燒躺著，他們立刻把她的事告訴耶穌。
MRK.1.31	耶穌上前去，握著她的手，扶她起來，燒就
MRK.1.32	到了傍晚，日落的時候，人們帶著所有患病的、有鬼魔附身的，到耶穌那裡去。
MRK.1.33	全城的人都聚集在門前。
MRK.1.34	耶穌就使許多患有各種疾病的人痊癒，又驅趕了很多鬼魔。他不准鬼魔說話，因為那些鬼魔知道他是誰。
MRK.1.35	大清早，天還沒亮，耶穌就起來，走出去，到一個荒僻的地方，在那裡禱告。
MRK.1.36	和那些與他在一起的人去尋找耶穌，
MRK.1.37	找到了，就對他說：「大家都在找你呢！」
MRK.1.38	耶穌對他們說：
MRK.1.39	於是耶穌在全
MRK.1.40	有一個痲瘋病人來到耶穌面前，跪下來
MRK.1.41	耶穌動了憐憫之心，就伸出手來摸他，說：
MRK.1.42	痲瘋病立刻離開他，他就被潔淨了。
MRK.1.43	耶穌當下催他離開，並嚴厲地告誡他，
MRK.1.44	說：
MRK.1.45	但那個人一出去，就開始大加宣揚，把這件事傳開了，結果耶穌不能再公開進城，只好留在外面荒僻的地方。可是人們還是從各處來到他那裡。
MRK.2.1	過了些日子，耶穌又進了
MRK.2.2	許多人就聚集，甚至連門前都沒有空處了。於是耶穌就向他們講道。
MRK.2.3	這時候，一些人帶了一個癱瘓的人來到耶穌那裡，是被四個人抬來的；
MRK.2.4	但由於人多，無法抬到耶穌面前
MRK.2.5	耶穌看見他們的信心，就對癱瘓的人說：
MRK.2.6	可是，有一些經文士坐在那裡，心裡想：
MRK.2.7	「這個人怎麼這樣說話呢？他說褻瀆的話！除了神一位之外，誰能赦免罪呢？」
MRK.2.8	耶穌靈裡立刻知道他們心裡這樣想，就對他們說：
MRK.2.10	耶穌就對癱瘓的人說：
MRK.2.12	那個人就立刻起來，拿起墊子在大家面前出去了。結果大家都驚訝，就榮耀神，說：「我們從來沒有見過這樣的事。」
MRK.2.13	後來，耶穌又出去，到了
MRK.2.14	耶穌往前走，看見
MRK.2.15	耶穌在
MRK.2.16	有些
MRK.2.17	耶穌聽見了，就對他們說：
MRK.2.18	的門徒們和
MRK.2.19	耶穌對他們說：
MRK.2.23	有一次在安息日，耶穌從麥田經過，他的門徒們開始邊走邊摘麥穗。
MRK.2.24	有些
MRK.2.25	耶穌對他們說：
MRK.2.27	接著，耶穌對他們說：
MRK.3.1	耶穌又進了會堂。那裡有個人，他的一隻手枯萎了。
MRK.3.2	有些人就密切注意耶穌會不會在安息日使那個人痊癒，這是為要控告耶穌。
MRK.3.3	耶穌對那手枯萎的人說：
MRK.3.4	耶穌問他們：
MRK.3.5	耶穌憤怒地環視他們，又為他們心裡剛硬而憂傷，就對那個人說：
MRK.3.6	那些
MRK.3.7	耶穌與他的門徒們退到湖邊
MRK.3.8	、
MRK.3.9	由於人多，耶穌就吩咐他的門徒為他預備一條小船，免得眾人擁擠他。
MRK.3.10	因為他使許多人痊癒，所以有病痛的人都向他擠過來，想要摸到他。
MRK.3.11	汙靈每當見到耶穌，就俯伏在他面前，喊叫說：「你是神的兒子！」
MRK.3.12	可是，耶穌嚴厲地斥責它們不要把他傳揚出去。
MRK.3.13	耶穌上了山，召來那些他想要的人，他們就來到他那裡。
MRK.3.14	於是，耶穌委任了十二個人，稱他們為使徒
MRK.3.15	又使他們有權柄
MRK.3.16	這樣，他委任了十二使徒
MRK.3.16	——耶穌給他起名叫
MRK.3.17	的兒子
MRK.3.17	的弟弟
MRK.3.17	——耶穌給他們起名叫「
MRK.3.17	這意思是「雷霆之子」；
MRK.3.18	又有
MRK.3.18	和
MRK.3.18	和
MRK.3.18	的兒子
MRK.3.18	激進派
MRK.3.19	還有那出賣耶穌的
MRK.3.20	耶穌進了房子，人群又聚集而來，以致他和門徒們連飯
MRK.3.21	耶穌的親屬聽說了，就來制止他，因為有人
MRK.3.22	從
MRK.3.23	耶穌把他們召來，用比喻對他們說：
MRK.3.30	這話是因為他們說：「他有汙靈附身。」
