GEN.1.1	Mebineŋ tububihila Bepaŋdi kunum eŋ kwet yehitubumintaguk. 
GEN.6.3	Kaŋ Wapumdi indiŋ yoguk, “Nu’walaŋ munabutdi meeniŋ foloŋ yagigi mu halaak. Meeniŋ adi kwetdi tutumbagut, adi folooŋ gitnemnit doktiŋa kwet foloŋ hatihatiŋiŋdi kotigoŋ gulet 120 mu kalakapmewaak.” 
GEN.6.4	Nai uŋaniŋ adi Bepaŋ’walaŋ mihiŋiye adi kwet foloŋ tamdut kiula hatibune meeniŋ kakahi gili hinek mintaaŋ wouhiye gigit loloŋnit hatigiŋ.
GEN.6.5	Kaŋ nai uŋaniŋ Bepaŋdi kwet foloŋ diweeŋ metam hogohogok tififile mebimebi kisaŋ tigiŋ yabuguk. Tiŋa welehik ginaŋ nemek hogoli titindok hogok nadisuyagiŋ. 
GEN.6.6	Unduŋ tubune Wapum adi kwet foloŋ meeniŋ maŋgoŋde yehitubumintagut yoŋa nadimulahuda tuguk. 
GEN.6.7	Unduŋ doktiŋa Wapumdi indiŋ yoguk, “Meeniŋ yehitubumintagut hogohoghok yehitubuliwe tibene liwedapmaŋ tineeŋ. Kwet foloŋ kotigoŋ mu hatineeŋ. Kale eŋ kaleŋgiŋgiŋ eŋ bagi eŋ nemenemek wanakaŋ hogohogk liwedapmaneeŋ.” Kaŋ Wapum ne adi maŋgoŋde yehitubumintagut yoŋa welemulap wapum nadiguk. 
GEN.6.8	Noa kubugoŋ adi Bepaŋdi kaune utumba hinek tuguk.
GEN.6.9	Yoŋ adi Noa’walaŋ mede kahat. Adi kubugoŋdi meeniŋ lekiŋgoŋhik ginaŋ hatiŋale titiŋ didimeniŋ tuluguk, unduŋ tiŋa Bepaŋdut kifolok hinek tugumuk. 
GEN.6.10	Kaŋ adi’walaŋ mihiŋiye 3 wohiye Sem, Ham eŋ Yafet. 
GEN.6.11	Eŋ meeniŋ noli kwet foloŋ hatigiŋ adi adi Bepaŋ namanda foloŋ kadakaniŋ kaka tubune kadakaniŋdi kwet tokidapmaŋ tiŋa hakuk. 
GEN.6.12	Unduŋ tubune Bepaŋdi kwet kaune kadaka hinaka tuguk. Tiŋa kwet foloŋ me diniŋ hatihati eŋ titiŋhik kaune fifile eŋ giyoŋgiyoŋeeŋ tubudapmaguk.
GEN.6.13	Unduŋ doktiŋa Bepaŋdi Noa indiŋ niŋguk, “Nu yadi kwet foloŋ metam’walaŋ nai dapmandok nadikwambundalat. Adi adi kadakaniŋ tubune fifile eŋ gioŋgioŋe tubune kwet agaŋ kadaka hinek tilak doktiŋa nu tubuliwe tibit. 
GEN.6.14	Unduŋ doktiŋa du bem miminiŋ fofooŋ fiŋa wondi muwage wapum tutumbawaaŋ. Tiŋa yewaaŋ e muwage wapum tutumbaaŋ dobu dobu titaune yotmaaŋ fee mintaneeŋ. Kaŋ maaneŋkade be sigineŋkade nipmekdi gali hafiyeune tehewaak. 
GEN.6.15	Muwage tuwolitŋiŋ adi indiniŋ tibaaŋ. Kweheyeniŋ e 450 fit
GEN.6.16	Eŋ kii namokopŋiŋ e, 18 insis
GEN.6.17	Kaŋ nu yobene ime gabuŋ wapum bediŋa buŋa kwet foloŋ nemek hatihati hinit kunum falipmeŋ halaak hogohogok yehitubukadaka-dapmawaak. Nemenemek hatihati diniŋ munabutnit hatiiŋ hogohogok kadakadapmawaak. 
GEN.6.18	Dukut adi folokfolok folooŋ hinek tilat. Du yadi muwage foloŋ looŋ hatibaaŋ. Du da eŋ tamge eŋ mihige nabugeye adi wanaŋ dukut muwage foloŋ looŋ hatineeŋ. 
GEN.6.19	Eŋ nemenemek hatihatinit kwet foloŋ hatiiŋ liwedapmaneneŋ doktiŋa lufom lufom maaniŋ taamuniŋ yeheŋeune muwage foloŋ wanaŋ loneeŋ. 
GEN.6.20	Bagi mebimebi eŋ kale mebimebi, miŋgembet be kaleŋgiŋgiŋ mebimebi adi’walaniŋ lufom lufom buŋa dukut wanakaŋ muwage ginaŋ looŋ youlidok hatineeŋ. 
GEN.6.21	Tiŋa nanaŋe nanandok u be u hatak tuwolit ugamali bopneeŋ muwage maaneŋ boiwaaŋ. Kaŋ wondi da be, bee kale bagi heki hide’walaŋ hatihati ulihiwaak.” 
GEN.6.22	Kaŋ Noa adi Bepaŋdi yoguk wondok tuwot maŋiŋ tubulodaaŋ undugoŋ hinek tuguk.
GEN.7.1	Kaŋ Wapumdi Noa indiŋ yoŋa niŋguk. “Da eŋ wapmihigetam wanakaŋ hogohogok muwage foloŋ lodapmaneŋ. Meeniŋ hogohogok hatiiŋ adi’walaŋ lekiŋgoŋhik ginaŋ du kubugoŋ me didimeniŋ hatilaŋ doktiŋa gabene utumbalak. 
GEN.7.2+GEN.7.3	Ale kwet foloŋ hatihati hinit diniŋ youli dapmawaakneŋ doktiŋa du kale walahi adi’walaniŋ maanihi eŋ taamuhi 7, 7, tuwolit tuwolit eŋ kale geŋgeŋnit
GEN.7.4	Kaŋ nu melenai 7 dapmaune yobene kwet foloŋ gwi sifo wapum ula yalune hadapmo 40 eŋ timiŋ 40 tibaak. Uŋoŋ kwet foloŋ nu nemenemek hatihati hinit yapmegut hogohogok yehitubuliwedapmawaat.” 
GEN.7.5	Kaŋ Noa adi Wapum’walaŋ maŋiŋ mede tagimneeŋ undugoŋ tubudapmaguk.
GEN.7.6	Noa adi guletŋiŋ 600 hatilune wahiŋkade kwet foloŋ ime gabuŋ wapum buguk. 
GEN.7.7	Ime gabuŋ wapum agaŋ beene tulune Noa nenee eŋ tamuŋiŋ eŋ mihiŋiŋnabu adi wanakaŋ muwage foloŋ lodapmagiŋ. Ime gabuŋ wapumdi mu nihiŋewek yoŋa unduŋ tigiŋ. 
GEN.7.8	Unduŋ tulune kale walahi eŋ geŋgeŋhinit eŋ bagi eŋ miŋgembet, kaleŋgiŋgiŋ, maaniŋ taamuniŋ, 
GEN.7.9	lufom, lufom, kwet foloŋ itowiiŋ hogohogok buŋa Noadut muwage foloŋ logiŋ. Bepaŋdi Noa nindidimeguk wondok tuwot hinek logiŋ.
GEN.7.10	Agaŋ melenai 7 hinek-ku dapmalune ime gabuŋ wapum kwet foloŋ busuwaguk. 
GEN.7.11	Noa’walaŋ gulet nai 600 wondiniŋ muyakipŋiŋ 2 wondiniŋ melenai 17 nai uŋaniŋ ime eŋ luhi dombuŋaleeŋ komaŋ duŋaniŋ bediŋa labulune wahiŋniŋ ime diniŋ talik taŋakiyeune 
GEN.7.12	gwi sifo miiŋ hinek ula halune hadapmo 40 eŋ timiŋ 40 tuguk. 
GEN.7.13	Kaŋ nai uŋaniŋgoŋ hinek Noa malam eŋ mihiŋiye Sem, Ham tiŋa Yafet eŋ tamuhiye adi wanakaŋ hogohogok muwage ginaŋ lodapmagiŋ. 
GEN.7.14	Tiŋa kale mimihi eŋ moihi mebimebi tuwolit tuwolit, miŋgembet be kaleŋgiŋgiŋ, mebimebi kwet ginaŋ itouwiiŋ, eŋ bagi mebimebi papali hinit 
GEN.7.15	lufom, lufom, hogohogok maaniŋ taamuniŋ tuwolit tuwolit adi hogohogok Noadut lodapmagiŋ.
GEN.7.16	Nemek hatihatinit nemu bikabuŋit. Bepaŋdi Noa nindakaleguk wondok tuwolit lodapmagiŋ. Lodapmalune Wapumdi talik teheŋa talik fofoŋ fakaŋkade youkilitiguk. 
GEN.7.17	Unduŋ tulune ime gabuŋ kakaŋ hinek busuwaune melenai 40 wondok tuwot ime heki adi bediŋa loge loge muwage kwehene tiŋa loune kwet bikabuŋa ime foloŋ folooniŋ loguk. 
GEN.7.18	Kaŋ ime wapuhi kisaŋ bediŋa bateyeŋ kwetkwet kufuladapmaune muwage adi ime foloŋ folooniŋgoŋ uŋat buŋat tihatiguk. 
GEN.7.19	Tiŋa ime heki adi dombuŋaleeŋ loge loge kwebobe kweheyehi yaliwiiŋ wanaŋ yehikufuladapmagiŋ. 
GEN.7.20	Imedi kweboboe boki 20 fit
GEN.7.21	Unduŋ tubune kwet foloŋ nemek hatihati hinit liwedapmaguk, bagi, kale mimihi, kale moihi, kaleŋgiŋgiŋ, miŋgembet heki kwet foloŋ itowagiŋ hogohogok, eŋ meeniŋ wanaŋ kumuŋdapmagiŋ. 
GEN.7.22+GEN.7.23	Kwet foloŋ nemek hatihati hinit hogohogok meeniŋ be kale heki be, kaleŋgiŋgiŋ be, bagi heki yehitubuliwedapmaguk. Noa eŋ adut muwage maaneŋ hatigiŋ adi hogok biyabuguk. 
GEN.7.24	Kaŋ ime wapuhi adi kwet foloŋ dombuŋale looŋ hatune melenai 150 dapmaguk.
GEN.8.1	Nai uŋaniŋ Bepaŋ adi Noadok nadisuŋale kale heki adut muwage foloŋ hatigiŋ aditok maaŋ nadisuguk. Unduŋ tiŋa yobune sububa wapum fedilune ime wapum adi ulapmaaŋ foguk. 
GEN.8.2	Kaŋ koom ime heki imembuhum ginaŋniŋ tawahila labugiŋ eŋ kunum ime dobuhep dilitombune foguk u maaŋ Bepaŋdi kamehep tiyembune naŋgale silida tigiŋ. 
GEN.8.3	Unduŋ tubune kwet foloŋ ime heki adi hahathik ginaŋ kotigoŋ ulapmaaŋ fooŋ hali uune imeŋgwaŋ wapum ulapmaaŋ foguk. Melenai 150 hinek-ku dapmaune ulapmaaŋ foguk. 
GEN.8.4	Ulapmaaŋ folu folu muwagedi muyakip 7 wondiniŋ melenai 17, nai uŋoŋ Alalat kweboboe
GEN.8.5	Hatigane ime ulapmaaŋ fofoyeune muyakip 10 wondiniŋ melenai kubugoŋ nai uŋaniŋ kweboboe boki tububihila mintataugiŋ.
GEN.8.6	Unduŋ tubune melenai 40 dapmaguk kaŋ Noadi yot diwetom diniŋ yeme dilitomuŋa 
GEN.8.7	bagi kalaŋkatak kameune fouguk. Fooŋ wooŋ folooniŋgoŋ woleeŋ uŋambuŋat tiŋa hatilune kwetfoloŋ ime silidaguk. 
GEN.8.8	Kaŋ hatitauyeŋ Noadi butigili niŋ kameune uguk, kwet foloŋ ime agaŋ be silidahinekalak be dediŋ wondiniŋ mebi nadiwene unduŋ tuguk. 
GEN.8.9	Imedi kougoŋ toki tiŋa hakuk doktiŋa butigilidi woleeŋ uŋat buŋat tige tige ikwele titindok kwet mooŋ lohikaaŋ kotigoŋ udaneŋ Noa’walaŋ buguk. Kaŋ Noadi kohoŋ kihiwali butigili nagila muwage maaneŋ dahiguk. 
GEN.8.10	Kaŋ kotigoŋ melenai 7 woom hatihatiyeeŋ butigili woŋ negoŋ kameune uguk. 
GEN.8.11	Nai uŋaniŋ tebele hinek bitigili adi kotigoŋ udaneŋ bene bem oliwa hapmuŋ goŋgoŋ niŋ sikwali tiŋa busuwaguk! Unduŋ tubune Noadi indiŋ nadiguk. Ime agaŋ naŋgadapmaaŋ foune kwet silidalak. 
GEN.8.12	Kaŋ kotigoŋ melenai 7 woom hatihatiyeeŋ butigili niŋbo kameune uguk. Adi adi wooŋ kotigoŋ mu udaneeŋ busuwaguk. 
GEN.8.13	Noa’walaŋ gulet nai 601 wondiniŋ muyakip kubugoŋ diniŋ melenai kubugoŋ tulune ime wapum kwet foloŋ hakuk u silidadapmaguk. Kaŋ Noadi muwage diniŋ namakop widikula kaguk. Agaŋ biyagoŋ hinek kwet foloŋ ime agaŋ silidadapmaguk. 
GEN.8.14	Kaŋ muyakip 2 wondiniŋ melenai 27 uŋoŋ adi kwet agaŋ siliŋ hakuk.
GEN.8.15	Kaŋ Bepaŋdi Noa indiŋ yoŋa niŋguk, 
GEN.8.16	“Da eŋ tamge eŋ mihinabugeye hidi muwage maaneŋ bikabuŋa fakaŋ foneŋ. 
GEN.8.17	Tiŋa undugoŋ kale be bagi be miŋgembet eŋ kaleŋgiŋgiŋ heki dukut wanaŋ muwage ginaŋ hatiiŋ yeniŋkulune fakaŋ fodapmaneŋ. Tiŋa minta ulihakaaŋ kwet tokidapmaneeŋ.” 
GEN.8.18	Unduŋ yobune Noa eŋ taamuŋiŋ eŋ mihiŋiŋ nabuŋiye, 
GEN.8.19	tiŋa kale hogohogok eŋ bagi eŋ miŋgembet, kaleŋgiŋgiŋ hogohogok folonamandaphik tuwolit tuwolit muwage maaneŋ bikabuŋa fakaŋ fogiŋ. 
GEN.8.20	Fakaŋ fodapmaune Noadi Wapumdok kawade moŋgo bopneeŋ alata tutumbaaŋ kale mimihi eŋ bagi mebimebi yehidaneeŋ bopneeŋale Bepaŋdok muni hemiŋguk. 
GEN.8.21	Kaŋ Wapum adi munduŋ momooŋ nadiŋa weleŋ ginaŋ indiŋ nadiguk, “Nu kwet foloŋ nemek hatihati hinit u meeniŋ doktiŋa kotigoŋ mu yehitubuliwewaat. Meeniŋ adi wapmihi hatiŋale welehikdi nadisu kwanai hogoli tomboyoutnit tihatiiŋ. Unduŋ doktiŋa nu yadi meeniŋ doktiŋa nemek hatihati hinit kotigoŋ mu yehitubuliwewaat.”
GEN.8.22	Tiŋa indiŋ tomboyoula yoguk,
GEN.8.22	“Kwet diniŋ nai hali lowaak tuwot
GEN.8.22	diniyeti eŋ fiyegilaka,
GEN.8.22	sububa eŋ kudut,
GEN.8.22	mele nai eŋ gwi mulum,
GEN.8.22	hele eŋ bufa,
GEN.8.22	unduŋ be unduŋ
GEN.8.22	tomboyoutnit hali wooŋ halaak.”
GEN.9.1	Kaŋ Bepaŋdi Noa eŋ mihiŋiye indiŋ yoŋa kahaŋ tiyemiŋguk, “Hidi minta-ulihaka tiŋa kwet tokidapmaŋ tineeŋ. 
GEN.9.2	Eŋ kale bagi heki adi adi hiditok munta tiŋa momoyau taneeŋ. Kale hogohogok eŋ bagi heki eŋ kaleŋgiŋgiŋ kwet umeumet tihatiiŋ eŋ luhi kale adi wanakaŋ hidi kohohik foloŋ boidapmalat. 
GEN.9.3	Tiŋa kudiyuwoi koom nanaŋehik hamgut
GEN.9.4	Iŋgoŋ oŋ, nemek kubugoŋ, kale naŋgatnit adi mu nayaneeŋ!
GEN.9.5	Hide’walaŋ naŋgathik diniŋ kibikoŋ adi nagoŋ hinek tibidapmaluwaat. Meeniŋ hatihatihik diniŋ kibikoŋ kale heki foloŋ, be meeniŋ foloŋ, be naŋgat dikihiye foloŋ, u yadi nagoŋ hinek tibidapmaluwaat. 
GEN.9.6	Meeniŋ adi nebek niŋ’walaŋ folonamandap mooŋ, Bepaŋ na indiniŋgoŋ tubumintaŋit doktiŋa meeniŋ nediyeŋ meeniŋ naŋgat kwatnewaak adi’walaŋ naŋgat adi kibimaaŋ meeniŋdigoŋ kwatnedok.
GEN.9.7	Hidi yadi youlinit tiŋa ulihaka tineeŋ. Tiŋa hidi’walaŋ yalakihiye fe hinek mintaaŋ kwet ikilitineeŋ.”
GEN.9.8	Bepaŋdi unduŋ yoŋa Noa eŋ mihiŋiye indiŋ yeniŋguk, 
GEN.9.9	“Nu kamiŋ hide be, bee yalakihiye hidut mede yofolok fafaŋeniŋ tilat. 
GEN.9.10	Tiŋa undugoŋ nemek hatihati hinit hogohogok hidigut muwage ginaŋ bikabuŋa fakaŋ fogiŋ adi maaŋ, bagi eŋ kale moihi eŋ kale mimihi hogohogok 
GEN.9.11	hiditok wanaŋ yofolok fafaŋeniŋ tilat, doktiŋa ime gabuŋ wapumdi kotigoŋ busuwaaŋ kwet foloŋ nemek hatihati hinit eŋ kwet nenee fana kotigoŋ mu tibaak!” 
GEN.9.12+GEN.9.13	Tiŋa Bepaŋ adi tomboyoula yoguk, “Nu adi kamiŋ hidi eŋ nemek hatihati hinit hogohogok hiditok yofolok fafaŋeniŋ tilat. Wondiniŋ fekne kwembeke kudi hamap foloŋ i kamelat. Wondi yofolokne diniŋ fek tiliwaak. 
GEN.9.14	Nu’walaŋ mane mede tagimneeŋ gwi mulukwaŋ bopneeŋ tiulidokolune nu’walaŋ fek u mulukwaŋ ginaŋ mintaune 
GEN.9.15	nu yofolok fafaŋeniŋ tilat wondok nadisuluwaat. Kaŋ ime gabuŋ wapumdi kwet diniŋ nemek hatihati hinit fana kotigoŋ mu tibaak. 
GEN.9.16	Tiŋa nu kwembeke kudi uku mulukwaŋ ginaŋ mintaaŋ yalaak tuwot kakiyondaaŋ kwet diniŋ nemek hatihati hinit hiditok yofolok fafaŋeniŋ tugut u nadisuluwaat.”
GEN.9.17	Bepaŋdi unduŋ yoŋa tomboyoula Noa indiŋ niŋguk, “Kwet foloŋ me hidigut yofolok fafaŋeniŋ tugut wondiniŋ fek e kwembeke kudi kamelat uŋakoŋ hinek.”
GEN.9.18	Yoŋ adi Noa’walaŋ mihiŋiye muwage maaneŋ bikabuŋa fakaŋ fogiŋ adi’walaŋ wouhiye Sem, Ham eŋ Yafet. Ham adi adi Kanaaŋ diniŋ beu. 
GEN.9.19	Ala me heki lufomkulitniŋ yuku yendi Noa’walaŋ mihiŋiye hinek. Adi’walaŋ yalakidi ulihakaaŋ mowoŋa kwetkwet tuwot udapmaaŋ hatiiŋ.
GEN.9.20	Noa adi dininout molo doktiŋa wain hewe tibibihikuk. 
GEN.9.21	Ala hatigane wain ime tutumbaaŋ naguk. Nage nage nadinadiŋiŋ filune tinahukut fiyakula hogok dahakuk. 
GEN.9.22	Kaŋ Ham Kanaaŋ diniŋ beudi beu Noa’walaŋ mebi kanadi tiŋa fooŋ wooŋ daliyat mede kahat tiyemiŋguk. 
GEN.9.23	Kaŋ Sem eŋ Yafet adi u nadiŋa yegumuk e haule niŋ tiŋa nili fukufukuŋ yaliŋa haule tiŋa looŋ kaluaŋhik foloŋ mulaŋa sigisigi behik’walaŋ yot ginaŋ fooŋ behik hambiyek dahakuk u mu kaŋ kufulamiŋgumuk. 
GEN.9.24	Ala kougoŋ Noa adi wain imedi ulune damo kauleeŋ dahakukdi sukuleeŋ pilali mihidi kudi mu titiŋ timiŋguk wondiniŋ mede kahat nadiŋa indiŋ yoguk, 
GEN.9.25	“Haakidi Kanaaŋ adi foloŋ lowaak. Kaŋ adi fofoŋnit hatiŋa daliyat’walaŋ tipilapilaye kwanai tuluwaak.” 
GEN.9.26	Unduŋ yoŋa indiŋ tomboyoula yoguk, “Wapum Bepaŋnedi Sem kahaŋ timimbaak, tubune Kanaaŋ adi, adi’walaŋ tipilapilaye mihi hatibaak!” 
GEN.9.27	Unduŋ yoŋa tomboyoula indiŋ yoguk, “Bepaŋnedi Yafet tibilodaune ulihaka tibaak. Unduŋ tiŋa Sem’walaŋ yalakiŋiye dut hatiyaneeŋ, eŋ Kanaaŋ adi adi tipilapilaye tiyemiluwaak.”
GEN.9.28	Ime gabuŋ wapum dapmaune Noa adi tomboyoula gulet 350 hatiguk. 
GEN.9.29	Noa adi unduŋ tiŋa hatige hatige guletŋiŋ 950 dapmaune kumuŋguk.
GEN.10.1	Yoŋ adi Noa mihiŋiye Sem, Ham eŋ Yafet adi’walaŋ mede kahat. Ime gabuŋ wapum dapmaune mindaŋkade Noa mihiŋiye’walaŋ mihiwoi mintagiŋ.
GEN.10.2	Yafet adi’walaŋ mihiŋiye diniŋ wouhiye habet indiŋ: Gome, Magok, Madai, Yawan, Tubali, Mesek eŋ Tilas. 
GEN.10.3	Agaŋ Gome’walaŋ mihiŋiye diniŋ wouhiye youhabet indiŋ Askenasi, Lifat eŋ Togama. 
GEN.10.4	Agaŋ Yawan mihiŋiye’walaŋ wouhiye youhabet indiŋ: Elisa, Tasis, Kitim eŋ Lodanim. 
GEN.10.5	Uŋaniŋ meeniŋ daneeŋ bop molomolom, mede molomolom, naŋgat diki molomolom eŋ wouhik wapum molomolom unduŋ daneeŋ ime luhi gagayeŋ kwet hali ulak uŋandiŋ wooŋ hati taugiŋ. Yafet’walaŋ yalakiŋiye adi unduŋ tigiŋ.
GEN.10.6	Ham’walaŋ mihiŋiye diniŋ wouhiye habet indiŋ: Kus, Misilaim, Put eŋ Kanaaŋ. 
GEN.10.7	Agaŋ Kus’walaŋ yalakiŋiye diniŋ wouhiye youhabet indiŋ: Seba, Hawila, Sabta, Lama eŋ Sabteka. Eŋ Lama’walaŋ mihiŋiyat lufom adi’walaŋ wouhiyat e indiŋ: Seba eŋ Dedaŋ. 
GEN.10.8	Kus’walaŋ yalakiŋiŋ adi Nimlot mintaguk. Adi kuyeŋ kwet foloŋ mapme loloŋit hatihati u tububihikuk. 
GEN.10.9	Eŋ Wapumdi saŋiniŋ mimbuune fafaŋe tiŋa kale kaliŋ yawooŋ kale mohok widihiluguk doktiŋa metamdi me niŋ wou nintilonene indiŋ niyagiŋ, Me Nimlotdi Wapum’walaŋ saŋiniŋ foloŋ kale yakidituguk dabugoŋ hinek eie! 
GEN.10.10	Nimlot adi mapme hatigukneŋ yobune tububihila yokwet wapuhi indiŋ mintataugiŋ. Babilon, Elek, eŋ Akat, yokwet wapuhi i hogohogok adi Babiloniya kwetneŋ ila ugiŋ. 
GEN.10.11	Uŋaniŋ Asilia kwetneŋ wooŋ yobune uŋoŋ maaŋ yokwet wapuhi indiŋ mintagiŋ: Niniwe, Lehobot, Kala 
GEN.10.12	eŋ Lesen woondi Niniwe eŋ Kala adi’walaŋ baŋamhik ginaŋ itak. Yokwet wondi wapum hinek tilak. 
GEN.10.13	Agaŋ Misilaim adi’walaŋ yalakiŋiye bop hatiiŋ indigoŋ tuwot wouhiye indiŋ hatak. Ludihi, Anamihi, Lehabihi, Nafituhi, 
GEN.10.14	Patalusihi, Kafatolihi eŋ Kasiluhi. Adi’walaŋ lekiŋgoŋ foloŋ Filisitiahi adi adi ulihaka tigiŋ.
GEN.10.15	Agaŋ Kanaaŋ adi’walaŋ mihi tuwo adi Sidon eŋ adi’walaŋ sigineŋ mintaguk adi Het tiŋa mebop noli indiŋ. 
GEN.10.16	Jebusahi, Amolahi, Gilgasahi, 
GEN.10.17	Hiwahi, Akahi, Sinihi, 
GEN.10.18	Awadahi, Semalahi eŋ Hamatahi. Bop unduŋ mintaugiŋ. Unduŋ mintatawooŋ mindaŋkade Kanaaŋ’walaŋ yalakiŋiye adi mowoŋa kwetkwet indiŋ hatitaugiŋ. 
GEN.10.19	Sidon, Gilakade uŋaniŋ eŋ uge uge Gasa kwetneŋ usuwalak. Agaŋ Sodom, Gomola, Adma uŋaniŋ eŋ uge uge Lasa usuwalak unduku hatitaugiŋ oŋ.
GEN.10.20	Kaŋ yoŋ adi Ham’walaŋ mihiŋiŋ laŋiye mintaulihakaaŋ wouhik wapum molomolom, eŋ medehik molomolom, eŋ kwethik molomolom unduŋ daneeŋ mowoŋa hati taugiŋ diniŋ kahat.
GEN.10.21	Yafet dali biyeniŋ Sem, Ebe’walaŋ yalakiŋiye diniŋ dadahik. 
GEN.10.22	Sem’walaŋ mihiŋiye mintagiŋ adiniŋ youhabet: Elam, Asu, Afakisat, Lut eŋ Alam. 
GEN.10.23	Alam’walaŋ mihiŋiye: Usi, Huli, Gede eŋ Mesak. 
GEN.10.24	Afakisat adi adi Sela diniŋ beu. Agaŋ Sela adi Ebele diniŋ beu. 
GEN.10.25	Ebele adi mihiŋiŋyat lufom mintagumuk. Mihiŋiŋ niŋ wou Pelek youkuk. Woŋ adi mebi indiŋ, adi’walaŋ nai ginaŋ kwet wapum daneguk. Eŋ adi’walaŋ kwayaŋ diniŋ wou adi Yoktam youkuk. 
GEN.10.26	Yoktam’walaŋ yalakiŋiye indiŋ mintagiŋ. Almoda, Selap, Hasamawe, Yela, 
GEN.10.27	Hadolam, Usal, Dikla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofil, Hawila eŋ Yobap. Meheki i hogohogok adi Yoktam’walaŋ mihiŋiye. 
GEN.10.30	Adi yokwet hatigiŋ adi mele labulabuneŋkade kwet haŋgi haŋgi Mesaniŋ tububihila hatibune uge uge Sefala kwetneŋ dapmalak. 
GEN.10.31	Sem’walaŋ yalakiŋiye adi wouhik wapum molomolom, medehik molomolom unduŋ daneeŋ mowoŋa hatitaugiŋ. 
GEN.10.32	Noa mihiŋiye’walaŋ yalakihiye unduŋ ulihakaaŋ naŋgat tali molomolom tububihila ugiŋ wondok tuwolit youhabiyetafoŋit. Indiŋ hinek mintaguk ime gabuŋ wapum busuwaguk dapmaune sigineŋ meeniŋ bop mohok kwetkwet hatitaugiŋ adi adi’walahi-ku ulihakagiŋ tilak.
GEN.11.1	Kwetkwet meeniŋ hogohogok medehik kubugoŋ hogok hakuk. Eŋ nemek wouwou u wanakaŋ kubugoŋ halune yonadiyagiŋ. 
GEN.11.2	Unduŋ tiŋa adi mele labulabuneŋkade uge uge Babiloniya kwetneŋ gutuŋ wapum niŋ tubumintaaŋ uŋoŋ yokwet maaŋ itougiŋ. 
GEN.11.3	Tiŋa indiŋ yonadigiŋ. “Ale! Indi namaŋ wene bopneeŋ kugaliŋa kudup ginaŋ mohinek hene dakwambundawaak.” Ala namaŋ dakwambunda tigiŋ wondi yot mamandok kawadehik tuguk. Eŋ kwet maaneŋniŋ nawaŋ
GEN.11.4	Kaŋ yogiŋ. “Ale! indi yokwet wapum niŋ maaŋ yot kweheyeniŋ niŋ bebeli-bebelinit matalonene yot kiidi kunum wehemilaak. Unduŋ tiŋa wotnenik gigit wapuhi tiŋa kwetkwet mu daneeŋ mowoneem.” 
GEN.11.5	Unduŋ yoŋa yokwet wapum tububihila magiŋ eŋ yot kweheyeniŋ mayagiŋ u Wapumdi kanadi tibene foguk. 
GEN.11.6	Tiŋa Wapumdi yoguk, “Biyagoŋ adi mebop kubugoŋ eŋ medehik maaŋ kubugoŋ doktiŋa kwanai i tububihikiŋ. Eŋ nemek titindok yohabet tineeŋ u tubumulahuda mu tineeŋ. Woŋ adi tomboyoula titalooŋ folooŋ tubumintaneeŋ. 
GEN.11.7	Ale! Indi fooŋ medehik tubufifile tinene medehik fifile tubune kedem mu nadidakaleneeŋ.” 
GEN.11.8	Wapum adi unduŋ yoŋa uŋaniŋ yehidaaneune kwetkwet udapmagiŋ. Unduŋ tiŋa yegiŋ e yokwet wapum magiŋ u wabi tigiŋ. 
GEN.11.9	Unduŋ doktiŋa yokwet wiyale mowogiŋ wondiniŋ wou Babile yogiŋ. Inde’walaŋ mede foloŋ e “mede tubufifile mintaguk”. Wapumdi yokwet uŋgoŋ hinekku meeniŋ kwetkwet medehik tubufifileyembuune nedigut mede kiyonadi tigiŋ indigoŋ tuwolit molomolom daneeŋ kwetkwet mowoŋa udapmagiŋ.
GEN.11.10	Yoŋ adi Sem’walaŋ mede kahat tiŋa yalakiŋiye’walaŋ wohiye habet. Sem adi guletŋiŋ 100 tulune adi’walaŋ mihi niŋ mintaguk. Wou Afakisat. Adi adi ime gabuŋ wapum naŋgakuk uŋaniŋ hatitalolune gulet lufom dapmaune mintaguk. 
GEN.11.11	Kaŋ Sem adi Afakisat mintaguk uŋaniŋ tomboyoula gulet 500 hatiguk kaŋ wabiŋiŋ mihiŋiye noli maaŋ mintagiŋ.
GEN.11.12	Kaŋ Afakisat adi guletŋiŋ 35 tubune adi’walaŋ mihiŋiŋ Sela mintaguk. 
GEN.11.13	Kaŋ Afakisat adi Sela mintaguk uŋaniŋ tomboyoula gulet 403 hatibuune wabiŋiŋ mihiŋiye noli maaŋ mintagiŋ. 
GEN.11.14	Kaŋ Sela adi guletŋiŋ 30 tulune adi’walaŋ mihiŋiŋ Ebele mintaguk. 
GEN.11.15	Kaŋ Sela adi Ebele mintaguk uŋaniŋ tomboyoula gulet 403 hatibuune wabiŋiŋ mihiŋiye noli maaŋ mintagiŋ.
GEN.11.16	Kaŋ Ebele adi guletŋiŋ 34 tulune adi’walaŋ mihiŋiŋ Pelek mintaguk. 
GEN.11.17	Kaŋ Ebele adi Pelek mintaguk uŋaniŋ tomboyoula gulet 430 hatibuune wabiŋiŋ mihiŋiye noli maaŋ mintagiŋ.
GEN.11.18	Kaŋ Pelek adi guletŋiŋ 30 tulune adi’walaŋ mihiŋiŋ Leu mintaguk. 
