MAT.1.1	Ecitabo co bwiburwa bwa Yesu Kristo, Omwana wa Daudi, Omwana wa Iburaimu.
MAT.7.23	Mbe niwo ndibabwiririrao ati, Nitendega kubamenya emwe. Munso:keko, emwe banu omukora obunyamusi.
MAT.7.24	Mbe mu:nu wo:ne unu kongwa ebigambo byani binu no kubikora kwarikora nasusanyibwa rwo mu:nu wo bwenge unu ombakire inyumba yae ku rutare. 
MAT.7.25	Iŋuba nigwa, emigeresi nijiurura, omuyaga niguutu:tura nibibuma inyumba eyo, nirema okugwa, kwo kuba yombakirwe ku rutare. 
MAT.7.26	No mu:nu wo:ne unu kongwa ebigambo byani narema okubikora, arisusanyibwa rwo mutamutamu, unu ombakire inyumba yae mu nsenyi. 
MAT.7.27	Iŋuba ni:gwa, emigeresi nijiurura, omuyaga niguutu:tura, nibibuma inyumba, ni:gwa no kugwa kwayo nikuba kunene.
MAT.7.28	Ejire Yesu amara ebigambo ebyo, ebise nibirugu:ra okwiigisya kwae. 
MAT.7.29	Kwo kuba abeigisyaga rwo mu:nu unu amenyere kata, tari rwa bandiki bebwe.
MAT.8.1	Ejire aso:ka ku ci:ma, ebise byafu nibimuru:ba. 
MAT.8.2	Mbe na:ja omugenge namuramya na:ika ati, Ratabugenyi, ukenda outura okunyesya. 
MAT.8.3	Nagorora okuboko kwae naika ati, Enenda, uore. Aonao ebigenge nibyera. 
MAT.8.4	Yesu namubwira ati, Rora utaja kubwira mu:nu, nawe ugende wiyeresye ku mugabisi, umusirire eciyanwa cinu Musa aragiriye, cibe rusingiro ku bene.
MAT.8.5	Yesu ejire engira mu Kaperinaumu, Omukuru wa basirikare namu:jako namwiremberesya, 
MAT.8.6	Na:ika ati, Ratabugenyi, akamura kani kama:mire mu nyumba kakomborikire, aka:sibwa muno. 
MAT.8.7	Yesu namubwira ati, Eni:jo:kuja nimuosye. 
MAT.8.8	Omukuru wa basirikare naindura ati, Ratabugenyi, anye nite:ire awe okwingira emwaro yo ruswi rwani, nawe yaika ecigambo era, akamura kani akajoora. 
MAT.8.9	Kwo kuba anye one nitungirwe, ndi na basirikare banu nitungire. Enimubwira oundi ati, Genda, kagenda. No undi ati, Ija, ka:ja. No mugaya wani enimubwira ati, Kora kutya, kakora. 
MAT.8.10	Yesu ejire ongwa ebyo narugu:ra nababwira banu bamuru:baga ati, Ni cimari enibabwira ati, Nicariga kubona kwikirisya kunene kwejabo kunu nakabee mu Baisraeli. 
MAT.8.11	Nawe enibabwira ati, Bari:ja ba:fu kuso:ka ebuturuka ne bugwa, bariyanja aamwi na Iburaimu na Isaka na Yakabo mu bukama bwa mu rwire. 
MAT.8.12	Nawe aba:na bo bukama baryeswa mu cisu:te ca anja, niyo kuriba okurira no kuguguna ame:no. 
MAT.8.13	Yesu namubwira Omukuru wa basirikare ati, Mbe nugende, gabe rwa kutyo wekirisya. Mu mwanya ogwo akamura kae nikaora.
MAT.8.14	Yesu ejire engira mu nyumba ya Petero, narora nyabuko ama:mire arwae ribiri nabira rugurugu. 
MAT.8.15	Namugwata ku kuboko, ribiri ndimuso:kako, ne:muka namufurubendera. 
MAT.8.16	Kwejire kwaba ke:goro, nibamure:tera ba:fu banu bariga baungirwe emisambwa, nairisya emisambwa ne cigambo cae, naosya abarwae bo:ne. 
MAT.8.17	Korereki cikumire eco caikirwe no muragi Isaya ati, Omwene a:gegere amarwaririsi geswe, ne:twika jindwara jeswe.
MAT.8.18	Mbe Yesu ejire arora ebise byafu bimusingiye, naragirira ati, Ciunguke cije ku ngego yenderya. 
MAT.8.19	Omwandiki umwi na:ja namubwira ati, Mwiigisya, nje nkuru:bega eyo wo:ne uragendaga. 
MAT.8.20	Yesu namubwira ati, Banyamubwe barina mo:bo na jinyonyi ja mu rutumba jiri na moswi, nawe Omwana wo mu:nu atana wa kuta mutwe gwae. 
MAT.8.21	Omwiigisibwa wae oundi namubwira ati, Ratabugenyi, Siga mbere nije okusi:ka rata. 
MAT.8.22	Nawe Yesu namubwira ati, Ndu:ba, siga abafu:ye basi:ke abafu:ye bebwe.
MAT.8.23	Nasyabara mu bwato abe:igisibwa nibagenda nage. 
MAT.8.24	Mbe ngwimuka omuyaga gwe ciure ku nyanja, amatu:ma nigaorekera mu bwato, nawe Omwene ariga ama:mire. 
MAT.8.25	Abe:igisibwa bae nibamu:jako nibamurafya niba:ika ati, Ratabugenyi, nucikisye, cafwa! 
MAT.8.26	Nababu:sya ati, ?Niki cinu omukora nimu:baya? Emwe abo kwikirisya okuto:to. Mbe, ne:muka, nagonya omuyaga na inyanja, ni:rembe:ra ndiba etore. 
MAT.8.27	Aba:nu nibarugu:ra mba:ika ati, ?Ni mu:nu ki unu, omuyaga na inyanja ebimungwa?
MAT.8.28	Ejire agoba ku ngego yenderya mu:si ya Bagadara nabonana na ba:nu babiri baungirwe emisambwa, nibaso:ka mu bitu:ro, barurire muno, atariwo mu:nu unu aturaga okuitiŋana ku njira eyo. 
MAT.8.29	Mbe nibaragirisya niba:ika ati, ?Ecifuno niki eswe na:we, Omwana wa Nyamuanga? ?Wejire okucinya:sya omwanya gweswe gucari kwiya? 
MAT.8.30	Ryariga ririwo kurao eijo rya jingurube nyafu njire:ba. 
MAT.8.31	Emisambwa nijimwiremberesya nja:ika ati, Ukaciirisya, ucisige cigende cingire mwiijo rya jingurube. 
MAT.8.32	Najibwira ati, Mugende. Nijibaso:kako njingira mu ngurube. Mbe rora, riijo ryone ndiurutukira ku bugema ndigwirira mu nyanja njifwira mu manji. 
MAT.8.33	Abare:fi nibabirima nibengira mu musi, nibabasimurira byone ne bya be misambwa one. 
MAT.8.34	Omusi gwone nigwimuka okubonana na Yesu. Wejire bamurora nibamwiremberesya aso:ke mu mbibi jebwe.
MAT.9.1	Narinya mu bwato, naunguka nakinga mu musi gwabo. 
MAT.9.2	Nibamure:tera omurwae akomborikire ama:mire ku buriri. Yesu ejire arora okwikirisya kwebwe, namubwira omukomborike oyo ati, Mwana wani, si:ri:ka, we:swaririrwa ebibi:bi byao. 
MAT.9.3	Mbe abandiki abandi niba:ika munda jebwe ati, Omu:nu unu kafuma Nyamuanga. 
MAT.9.4	Yesu ariga amenyere okwiganirisya kwebwe, na:ika ati, ?Niki cinu ecikora nimwiganirisya kubi:bi mu mitima jemwe? 
MAT.9.5	?Kwo kuba ecangu ni ciya? ?Okwaika ati, We:swaririrwa ebibi:bi, tere amwi ati, Imuka uribate? 
MAT.9.6	Nawe muture okumenya ati, Omwana wo mu:nu ari no buinga ku ca:ro bwo kwiswaririra ebibi:bi. Mbe niwo nabwira omukomborike oyo ati, Imuka witwike oburiri bwao, ugende ika. 
MAT.9.7	Ne:muka nagenda ewae. 
MAT.9.8	Ebise byejire byarora nibyubaya nibikusya Nyamuanga unu ayana aba:nu obuinga bwejabo obwo.
MAT.9.9	Yesu ejire aso:kayo, narora omu:nu unu natogwa Matayo enyanjire mwitobesyo rya rigoti. Namubwira ati, Ndu:ba. Ne:muka namuru:ba. 
MAT.9.10	Anu ariga acenyanjire mu nyumba acarya, rora mba:ja abatobesya ba:fu na be bibi:bi ba:fu, nibenyanja aamwi na Yesu na be:igisibwa bae. 
MAT.9.11	Abafarisayo bejire barora, nibababwira abe:igisibwa bae ati, ?Omwiigisya wemwe niki cinu kakora narya na batobesya na be bibi:bi? 
MAT.9.12	Nawe ejire ongwa, na:ika ati, Abaanga batakenere mufumu, tari abarwae. 
MAT.9.13	Nawe nimugende mwiigire obugajuro bwe cigambo cinu ati, Enenda ecigongo amwi nitakwenda co:go. Okuba nite:jire kubirikira abarengeresi tari abe bibi:bi.
MAT.9.14	Nibamu:jako abe:igisibwa ba Yoana nibamubu:sya ati, ?Niki cinu ecikora nicisara:rira eswe na Bafarisayo kwiya ka:fu, nawe abe:igisibwa bao batakusara:rira? 
MAT.9.15	Yesu nababu:sya ati, ?Abejabo omutwasi abatura kutiki okusurumbara omutwasi acari nabo? Nawe jisiku jiri:ja omutwasi orwo aribaso:kako, mbe niwo nibasara:rira. 
MAT.9.16	Atariwo mu:nu unu kabari:ra akatamba:ra akaya:ya ku mwenda omukokoro, okuba ako akabari:rirwako akatemura omwenda, na riundu niryongesya okugariya. 
MAT.9.17	Amwi batakutu:ra amanji ge mijabibu amaya:ya mu nsagwa jiŋokoro, okuba bakakora kutiyo, jinsagwa jiŋokoro nijitemuka amanji ge mijabibu nigetika, jinsagwa nijifafanikana. Nawe abatu:ra amanji ge mijabibu amaya:ya mu nsagwa jinya:ya, bibiri byone mbi:yanya.
MAT.9.18	Anu ariga aca:ika emisango ejo, na:ja Omukuru umwi, namuramya na:ika ati, Omuyasya wani amara kufwa woryanu. Nawe ija umuteko okuboko asubo:rora. 
MAT.9.19	Yesu ne:muka namuru:ba na be:igisibwa bae one. 
MAT.9.20	Mbe omugasi unu ariga arwae obure:gu myaka ekumi ne:biri na:ja namuso:ka inyuma, naku:nia ku mufunjo gwe cifwaro cae. 
MAT.9.21	Kwo kuba a:ikire munda yae ati, Araba naku:niako era ku cifwaro cae eniora. 
MAT.9.22	Nawe Yesu ejire acu:ka namurora, na:ika ati, Muyasya wani, si:ri:ka, okwikirisya kwao kakuosya. Omugasi uyo naora kuso:ka mu mwanya ogwo. 
MAT.9.23	Yesu ejire engira mu nyumba yo mukuru oyo, narora ababumi ba jinkuri ne bise nibarira ji:mamu, 
MAT.9.24	Nababwira ati, Muso:keo, okuba Omwana atafu:ye, aongee era. Nibamuseka nibamugomberera. 
MAT.9.25	Ecise wejire camara kuurusibwamo, nengira namugwata okuboko, omuyara ne:muka. 
MAT.9.26	Orukuma orwo niruswira mu ca:ro eco co:ne.
MAT.9.27	Yesu ejire aso:kayo, abaofu babiri nibamuru:ba nibaragirisya mba:ika ati, Awe Mwana wa Daudi, cifwire cigongo. 
MAT.9.28	Ejire engira mu nju abaofu nibamu:jako. Yesu nababu:sya ati, ?Omwikirisya ati, enitura okukora cinu? Nibamubwira ati, Yee, Ratabugenyi. 
MAT.9.29	Niwo naku:nia ku me:so gebwe, na:ika ati, Rwa kutyo mwekirisya gabe kutyo. 
MAT.9.30	Ame:so gebwe nige:guka. Yesu nabakomeresya muno na:ika ati, Mukabuke asige okubao mu:nu unu kamenya. 
MAT.9.31	Nawe bejire bauruka, nibaswisya orukuma rwae mu ca:ro eco co:ne.
MAT.9.32	Anu bariga bacauruka, nibamure:tera omujibi, aungirwe omusambwa. 
MAT.9.33	Ejire airisya omusambwa, omujibi na:ika. Ebise nibirugu:ra, nibyaika ati, Anu cikabeere:ga bicariga kuboneka kutya mu Israeli. 
MAT.9.34	Nawe Abafarisayo niba:ika ati, Unu kairisya emisambwa kubwo mukuru we misambwa.
MAT.9.35	Yesu naturatura mu misi jo:ne na mu nguyo jo:ne, neigisya mu mekofyanyisyo gebwe, nasimura ebigambo byo bwana ebyo bukama, naosya jindwara jo:ne no burwaririsi bwone. 
MAT.9.36	Nawe ejire arora ebise, nabafwira ecigongo, okuba bariga baigirwe banyarambukire rwa ji:na:ma jinu jitana mure:fi. 
MAT.9.37	Niwo nabwira abe:igisibwa bae ati, Cimari orugeso ni rwafu, nawe abakosi bakeere. 
MAT.9.38	Mbe musabwe Omukuru wo rugeso, aku:re abakosi mu rugeso rwae.
MAT.10.1	Nabirikira abe:igisibwa bae ekumi na babiri, nabayana obuinga ku misambwa emijabi okujiirisya, no kuosya jindwara jo:ne no burwaririsi bwone. 
MAT.10.2	Amasi:na ga jintumwa ni ganu, Owo kwamba Simoni unu atogwaga Petero, na Andereya wabo, Yakobo wa Jebedayo na Yoana wabo. 
MAT.10.3	Filipo na Batolomayo, Tomaso na Matayo omutobesya, Yakobo wa Alifayo na Lebayo unu atogwaga Tadayo. 
MAT.10.4	Simoni Omukananayo, na Yuda Isikariote, unu amuromee iniku.
MAT.10.5	Yesu nabatuma abo ekumi na babiri, nabaragirira ati, Mutaja kugenda mu njira ja bamaanga nakabee kuri kwingira mu misi ja Basamaria. 
MAT.10.6	Nawe akiri mugende ku na:ma jinu jaburire eja mu nyumba ya Israeli. 
MAT.10.7	Mbe murabaga nimuribata nimusimura ati, Obukama bwa mu rwire bwafugee. 
MAT.10.8	Muosyega abarwae, mwesyega abagenge, musu:rurega abafu:ye, muirisyega emisambwa. Mwayabirwe kutyo era, emwe one muyanega kutyo era. 
MAT.10.9	Mutagegaga jaabu amwi jimpirya amwi jiyera mu nsagwa jemwe. 
MAT.10.10	Amwi mutagegaga nsagwa ya rugendo nakabee jiri kanju ebiri, nakabee biri bikwirya, nakabee iri isimbo, kwo kuba unu kakora emirimu e:ire okuyabwa ebiryo byae. 
MAT.10.11	Nawe Omusi gwone amwi ruguyo rwone murengiragamo mubu:syebu:syega unu e:ire, muma:me omwo kukinga anu muriso:kerayo. 
MAT.10.12	Murengiraga mu nju mwake:syamo. 
MAT.10.13	Ikaba nyumba i:ire, omurembe gwemwe gube ku nyumba eyo. Nawe ikaba ite:ire, omurembe gwemwe gubasubire. 
MAT.10.14	No mu:nu wo:ne akarema okubakuma, amwi kungwa emisango jemwe, mukaso:ka mu nyumba eyo amwi mu musi ogwo, mukunune oruteri rwa mu bigere byemwe. 
MAT.10.15	Ni cimari enibabwira ati, ku rusiku rwa intambara i:si ya Sodoma na Gomora iri:gumirisyamo kukira omusi ogwo.
MAT.10.16	Mbe nabatuma rwa ji:na:ma agati ye misege. Mubega no bwenge rwa jinjoka no bwororo rwa jinjiba. 
MAT.10.17	Nawe mwikenge aba:nu, kwo kuba baribasira mu bi:na, baribabuma mu mekofyanyisyo gebwe. 
MAT.10.18	Murisirwa imbere ya basi:ba na bakama kubwani kuba rusingiro ku bene na ku bamaanga. 
MAT.10.19	Nawe runu baribasira; mutariwa mwoyo ati ciryaika ki? amwi ati, Cirigamba kutiki? kwo kuba muriyabwa mu mwanya ogwo binu muryaika. 
MAT.10.20	Kwo kuba tari:mwe banu omwaika, nawe Omwoyo wa Esomwana niwe ka:ikirira mwimwe. 
MAT.10.21	Owa inda imwi arisira owabo okuja okwitwa, ne:semwene arisira Omwana wae, na ba:na bari:mukira abe:busi bebwe nibabe:ta. 
MAT.10.22	Aba:nu bo:ne baribasoka emwe kurwa risi:na ryani. Nawe unu ari:kome:sya kukinga ku bute:ro, niwe arikira. 
MAT.10.23	Nawe anu baribanya:sya mu musi ogwo, mwirukire mu gundi, kwo kuba ni cimari enibabwira ati, Mutariswisya misi ja Israeli kukinga anu ari:jira Omwana wo mu:nu. 
MAT.10.24	Omwiigisibwa atakukira omwiigisya, amwi omugaya atakukira esebugenyi. 
MAT.10.25	Omwiigisibwa kumwiire okuba rwo mwiigisya wae, no mugaya rwa esebugenyi. Bakaba batogere omwenemusi Belijebuli, ?batakukisyao aba mu musi gwae?
MAT.10.26	Mbe, mutabo:bayaga, okuba gutariwo musango gunu gufundikiye gunu gutariswerurwa, amwi citariwo cinu cibisire cinu citarimenyeka. 
MAT.10.27	Cinu enibabwirira mu cisu:te, muca:ikirirega mu bweru. Na cinu omungwirwa mu kutwi, muca:ikirirega inguru ku nyumba. 
MAT.10.28	Amwi muto:bayaga banu abe:ta omubiri, nawe batakutura kwita omwoyo. Nawe mu:bayega unu katura okusimagisya omwoyo no mubiri byone mu muriro gunu gunyatasima. 
MAT.10.29	?Barukuyure batakukanwa babiri yera eta:nu? Nawe ne ye:ja:bo imwi itakugwa a:si Esomwana atendere. 
MAT.10.30	Na jifwiri ja ku mitwe jemwe jibarirwe jo:ne. 
MAT.10.31	Mbe mutaja ku:baya, emwe mukirire barukuyure aba:fu. 
MAT.10.32	Mbe mu:nu wo:ne unu arintogora imbere ya ba:nu, anye one ndimutogora imbere ya Rata unu ari mu rwire. 
MAT.10.33	Nawe unu wo:ne arinyiga:nira imbere ya ba:nu, anye one ndimwiga:nira imbere ya Rata unu ari mu rwire.
MAT.10.34	Mute:ganirisya ati, ne:jire kure:ta murembe mu ca:ro. Nite:jire kure:ta murembe, nawe ne:jire kure:ta ecinyambutu. 
MAT.10.35	Kwo kuba ne:jire okuta:nya Omwana ne:semwene, no muyasya na nyiramwene, no muka-mwana na nyabuko. 
MAT.10.36	Na baremo bo mu:nu bariba ba mu nyumba yae. 
MAT.10.37	Unu kenda esemwene amwi nyiramwene kukira anye atanyiire, na unu kenda omumura amwi omuyasya kukira anye, atanyiire. 
MAT.10.38	Na unu atakugega omusaraba gwae nandu:ba inyuma yani, atanyiire. 
MAT.10.39	Unu kaonya obuanga bwae aribubusya, na unu kabusya obuanga bwae kubwani aribubona.
MAT.10.40	Unu kabakuma emwe, kankuma anye, na unu kankuma anye, kamukuma unu antumire. 
MAT.10.41	Unu kakuma omuragi mwisi:na ryo muragi, ariyabwa omuyero gwo muragi. Na unu kakuma omurenge:resi mwisi:na ryo murenge:resi, ariyabwa omuyero gwo murenge:resi. 
MAT.10.42	No mu:nu wo:ne akamuyana oumwi kwabo abato:to okunywa ecikombe ca manji era amanyiriye, mwisi:na ryo mwiigisibwa, ni cimari enibabwira ati, omuyero gwae gutarimubura na katyari.
MAT.11.1	Ejire Yesu amara oragirira abe:igisibwa bae ekumi na babiri, naso:kayo nagenda okwiigisya no kurasya mu misi jebwe. 
MAT.11.2	Nawe Yoana e:jire ongwa mu nyumba yo buboywa ebikorwa bya Yesu, natuma abe:igisibwa bae, 
MAT.11.3	Nibamubu:sya ati, ?Awe na:we unu ka:ja, tere cirindirire undi? 
MAT.11.4	Yesu naindura nababwira ati, Mugende mumubwire Yoana binu omungwa na binu omurora. 
MAT.11.5	Abaofu abarora, abarema abaribata, abagenge abaosibwa, abe:gare ba matwi abongwa, na bafu:ye abasu:rurwa, na bataka abasimurirwa ebigambo byo bwana. 
MAT.11.6	Na ana ribando unu wo:ne atarinyi-ku:jurako. 
MAT.11.7	Mbe bejire bagenda, Yesu namba okwaika ne bise ku bya Yoana ati, ?Niki cinu mwajiriye ibara okurora? ?Risa:ru rinu erisingisibwa no muyaga? 
MAT.11.8	?Nawe niki cinu mwajaga okurora? ?Omu:nu unu afwae bifwaro bye cire:re? Mbe rora, banu abafwara ebifwaro bye cire: re ababa mu nyumba ja bakama. 
MAT.11.9	?Nawe si niki cinu mwajaga okurora ?Omuragi? Yee, enibabwira ati, akirire kata omuragi. 
MAT.11.10	Oyo niwe andikiywe ati,
MAT.11.10	Enituma intumwa yani imbere yao,
MAT.11.10	Unu aricuma injira imbere yao.
MAT.11.11	Ni cimari enibabwira ati, Mwabo abe:burwa na bagasi acariga kuso:kamo mu:nu wa kukira Yoana Omubatija. Nawe omuto:to mu bukama bwa mu rwire ni mukuru kukira oyo. 
MAT.11.12	Kuso:kerera mu siku ja Yoana Omubatija kukinga rero obukama bwa mu rwire ni bwa biiga, na banu abeiganya ababusa:kurira managa. 
MAT.11.13	Okuba abaragi bo:ne ne biragiro baragaga kukinga ku Yoana. 
MAT.11.14	Mbe araba nimwenda okwikirisya, oyo niwe Eliya unu kenda oku:ja. 
MAT.11.15	Unu ana matwi go kungwa, ongwe.
MAT.11.16	?Nawe riimbo rinu nje ndisusanye naki? Erisusana na ba:na abato:to banu benyanjire munu abaka:nira nibabirikirana na be:ja:bo, 
MAT.11.17	Niba:ika ati, Cababumira jikuri kemwe mwaremo:bina. Cabaririra jimamu ka nimurema okurira. 
MAT.11.18	Okuba Yoana ejire atakurya amwi atakunywa, niba:ika ati, Ana musambwa. 
MAT.11.19	Omwana wo mu:nu ejire narya no kunywa, niba:ika ati, Ni wa muru:ru unu na ni mukorwa, omusa:ni wa batobesya na be bibi:bi! Nawe obwengeso obuyabwa oburenge:resi kurwe bikorwa byabwo.
MAT.11.20	Niwo namba okugonya emisi munu akoree ebirugu:ro byae byafu okuba jitatee. 
MAT.11.21	Jirikubona, awe Korajini! Jirikubona, awe Betesaida! Kwo kuba ebye birugu:ro binu byakoreywe mwimwe kumba byakoreywe mu Turo na Sidoni, kumba jiratee kara bafwae amagunira na rifu. 
MAT.11.22	Nawe anye enibabwira ati, ku rusiku rwo kuramurwa, Turo na Sidoni jiriba no kwigumirisya kukira emwe. 
MAT.11.23	Na:we Kaperinaumu, ?Urigungurumusibwa kukinga ku rwire? Uritebesibwa ebwire, okuba ebirugu:ro binu byakoreywe mwawe, kumba byakoreywe mu Sodoma, kumba gucarigao naka wori. 
MAT.11.24	Nawe enibabwira ati, ku rusiku rwo kuramurwa, i:si ya Sodoma iriba no kwigumirisya kukira awe.
MAT.11.25	Mu magoro ago Yesu naindura na:ika ati, Enikusi:ma, Rata, Esebugenyi wo rwire na i:si, okuba wababisire abo bwenge na bengeso emisango jinu, nubaswerurira aba:na barera. 
MAT.11.26	Nimwomwo Rata, okuba kutyo nimwo byasi:miywe imbere yao. 
MAT.11.27	Rata ananire byone. Atariwo unu amenyere Omwana, atari Rata, amwi atariwo unu amenyere Rata, atari Mwana, na unu wo:ne Omwana kenda kamuswerurira. 
MAT.11.28	Mu:je kwanye, emwe bo:ne banu muigirwe no kusitoererwa nanye enijo:bafuŋamya. 
MAT.11.29	Mwitwike ingurwema yani, mwiigirire kwanye, okuba anye ndi mufura na mwororo mu mutima, nemwe omubona ecifuŋamyo ce myoyo jemwe. 
MAT.11.30	Okuba ingurwema yani ni nyororo, no mugugu gwani ni mwangu.
MAT.12.1	Mu magoro ago Yesu naitiŋana mu masambu ku rusiku rwa isabato. Abe:igisibwa bae nibarumwa omweko, nibamba okutemamo obweke, nibarya. 
MAT.12.2	Nawe Abafarisayo bejire barora, nibamubwira ati, Rora, abe:igisibwa bao abakora eco musiro okukorera ku sabato. 
MAT.12.3	Omwene nababu:sya ati, ?Mutakusomaga Daudi kutyo akorere, ejire omweko gwamuruma, na banu ariga:ri nabo. 
MAT.12.4	Kutyo engiye mu nyumba ya Nyamuanga, narya emikate jo kweresya, jinu jasisyaga omwene obutajirya, nakabee na banu ariga:ri nabo, tari abagabisi era? 
MAT.12.5	?Tere amwi mutakusomaga mu biragiro, abagabisi mu yekaru ku sabato abanyamura isabato, ka nawe hatari na cikayo? 
MAT.12.6	Nawe enibabwira ati, Ariwo anu unu kakira iyekaru obukuru. 
MAT.12.7	Nawe mwakabee mumenyere obugajuro bwa cinu ati, Enenda ecigongo amwi nitakwenda co:go, mutakabateeko cikayo banu batakaire. 
MAT.12.8	Okuba Omwana wo mu:nu niwe Omukuru wa isabato one.
MAT.12.9	Naso:kayo nengira mu rikofyanyisyo ryebwe. 
MAT.12.10	Mbe ariga:rimo omu:nu afu:ye okuboko. Nibamubu:sya, niba:ika ati, ?Omu:nu e:kirisibwe okumuosya omurwae ku sabato? Wenda bajo:mubu:ra. 
MAT.12.11	Nababu:sya ati, ?Niga mwimwe unu ana ina:ma eimwi, ikagwa mu ryobo ku sabato, karemo:igwata no kuiso:syamo? 
MAT.12.12	?Omu:nu atakukira muno ina:ma? mbe, kutaganyisye okukora ebyo bwana ku sabato. 
MAT.12.13	Niwo namubwira omu:nu oyo ati, Gorora okuboko. Nakugorora, nikuora nikuba rwo kundi. 
MAT.12.14	Nawe Abafarisayo nibauruka, nibamuromera iniku kutyo baramusimagisya.
MAT.12.15	Yesu okuba ariga amenyere, naso:kayo. Aba:nu ba:fu nibamuru:ba, nabaosya bo:ne. 
MAT.12.16	Nabakomeresya basiga kumukumusya. 
MAT.12.17	Korereki cikumire cinu ca:ikirwe no muragi Isaya ati,
MAT.12.18	Rora omukosi wani unu nasorere.
MAT.12.18	Niwe omwendwa wani unu omwoyo gwani gukondereywe.
MAT.12.18	Ndimutako omwoyo gwani, arigambira abamaanga eci:na.
MAT.12.19	Atariyomba amwi atarikunga amwi atariwo mu:nu unu aryungwa oburaka bwae ku njira.
MAT.12.20	Risa:ru rinu ryatikire ataririfuna,
MAT.12.20	Amwi orutambi runu ruce:tu:ta atarirusimya
MAT.12.20	Kukinga anu arire:ta eci:na mu kuiga.
MAT.12.21	Na bamaanga bari:ikanya risi:na ryae.
MAT.12.22	Mbe niwo nibamure:tera omu:nu unu ariga aungirwe omusambwa, ari muofu ka:ri mujibi. Namuosya kukinga oyo ariga:ri muofu na mujibi na:ika no kurora. 
MAT.12.23	Ebise nibitaŋaŋara byone niba:ika ati, ?Unu atari Omwana wa Daudi? 
MAT.12.24	Nawe Abafarisayo bejire bongwa, niba:ika ati, Oyo atakuirisya emisambwa, tari kurwa Belizebuli, Omukuru we misambwa. 
MAT.12.25	Yesu namenya ame:ganirisyo gebwe nababwira ati, Obukama bwone bukasokana obwene obusimagira. No musi gwone amwi nyumba ikasokana eyene itari:mereguru. 
MAT.12.26	Na Syetani akairisya Syetani ke:soka omwene. ?Obukama bwae obwimereguru kutiki? 
MAT.12.27	Araba anye eniirisya emisambwa kurwa Belijebuli, aba:na bemwe abajiirisya kurwa ga? Kwobarikora nibaba baramusi bemwe. 
MAT.12.28	Nawe anye nikaba niirisya emisambwa kurwo Mwoyo wa Nyamuanga, mbe obukama bwa Nyamuanga bwabe:jiye. 
MAT.12.29	?Amwi omu:nu katura kutiki okwingira mu nyumba yo mu:nu wa managa nasa:kura ebi:nu byae, tari atangatire kumuboya owa managa? Niwo nasa:kura inyumba yae. 
MAT.12.30	Unu atari aamwi nanye ni musoko wani. Na unu atakukofya aamwi nanye kanyarambura. 
MAT.12.31	Kwenikora nimbabwira ati, Aba:nu bari:swaririrwa ecibi:bi co:ne no kufuma Nyamuanga kwone, nawe okufuma Omwoyo Mweru batari:swaririrwa. 
MAT.12.32	Unu wo:ne ka:ika omusango gwo kufuma Omwana wo Munu ari:swaririrwa, nawe unu wo:ne ka:ika omusango gwo kufuma Omwoyo Mweru, atari:swaririrwa nakabee ari mu magoro ganu, nakabee ari mu magoro ganu gari:ja. 
MAT.12.33	Mukorega riti kuba rya bwana na matwasyo garyo one ga bwana, amwi mukorega riti kuba ebi:bi na matwasyo gendeko one kuba mabi:bi. Okuba riti ryone erimenyeka ku matwasyo garyo. 
MAT.12.34	Emwe orwiburo rwa ji:miri, ?omutura kutiki kwaika ebyo bwana mukaba muri babi:bi? Okuba omunwa ogwaika mu binu ebi:jura mu mutima. 
MAT.12.35	Omu:nu wo bwana kaso:sya ebyo bwana mwibikiro ryae ryo bwana, nawe omubi:bi kaso:sya abibi:bi mwibikiro ryae ribi:bi. 
MAT.12.36	Mbe enibabwira ati, Ecigambo co:ne co buyagayaga cinu aba:nu aba:ika, barica:ikira ku rusiku rwo kuramurwa. 
MAT.12.37	Okuba ku nyaika yao nikwo uribarirwa oburenge:resi na ku nyaika yao nikwo uritemerwa eci:na.
MAT.12.38	Mbe niwo abandiki abandi na Bafarisayo nibamuindura mba:ika ati, Omwiigisya, ecenda uce:resye ecibarikisyo cicirore. 
MAT.12.39	Omwene naindura nababwira ati, Riimbo ribi:bi ne ryo buromesi eriyenja ecibarikisyo, nawe batariyabwa ecibarikisyo, tari ecibarikisyo co muragi Yona. 
